Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Alperen Şengün,33:20,0.519,0.471,0.059,0.176,2.9,14.4,8.0,5.9,0.0,0.0,9.8,26.2,96.0,125.0,-4.4
1,Jabari Smith Jr.,32:25,0.576,0.577,0.385,0.154,3.0,29.6,14.8,10.9,0.0,0.0,22.4,23.7,90.0,122.0,-2.3
2,Fred VanVleet,30:58,0.371,0.333,0.556,0.111,0.0,3.9,1.7,37.7,1.5,2.8,9.6,14.5,97.0,121.0,1.0
3,Jalen Green,30:42,0.563,0.563,0.5,0.25,3.1,15.6,8.7,12.5,0.0,0.0,10.1,27.7,103.0,125.0,2.2
4,Jae'Sean Tate,20:51,0.0,0.0,1.0,0.0,0.0,17.3,7.7,12.8,2.3,0.0,0.0,2.1,81.0,119.0,-2.1
6,Jeff Green,20:50,0.5,0.5,0.5,0.0,4.6,0.0,2.6,0.0,0.0,0.0,0.0,8.3,108.0,127.0,-7.2
7,Amen Thompson,19:37,0.291,0.222,0.222,0.333,4.9,30.6,16.3,7.9,7.2,0.0,16.2,27.0,59.0,105.0,-7.0
8,Aaron Holiday,18:57,0.833,0.833,0.333,0.0,0.0,12.7,5.6,16.4,0.0,0.0,0.0,6.8,172.0,125.0,1.7
9,Cam Whitmore,14:53,0.506,0.45,0.4,0.2,0.0,16.1,7.2,0.0,6.4,0.0,26.9,43.0,70.0,110.0,-5.5
10,Reggie Bullock,7:59,0.625,0.625,0.5,0.0,0.0,15.0,6.7,0.0,0.0,0.0,0.0,21.6,116.0,124.0,2.1
11,Jock Landale,5:23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,8.0,0.0,115.0,-5.9
12,Boban Marjanović,4:05,0.333,0.333,0.0,0.0,47.0,29.4,39.2,0.0,0.0,0.0,0.0,31.6,97.0,122.0,-6.0
