Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,LeBron James,40:10,0.561,0.52,0.16,0.24,6.3,18.7,10.7,55.6,6.3,0.0,6.7,29.0,129.0,100.0,20.5
1,Anthony Davis,38:44,0.457,0.385,0.0,0.308,19.6,23.2,20.9,4.8,0.0,5.0,0.0,30.0,118.0,111.0,3.0
2,Cam Reddish,29:59,0.347,0.0,0.5,1.0,2.8,5.0,3.6,4.2,1.7,0.0,0.0,7.6,106.0,114.0,-7.7
3,Taurean Prince,26:41,0.363,0.333,0.333,0.333,0.0,16.9,6.1,0.0,5.7,0.0,30.4,14.6,53.0,102.0,-8.1
4,D'Angelo Russell,24:14,0.364,0.364,0.545,0.0,3.5,0.0,2.2,30.9,0.0,0.0,0.0,17.9,108.0,119.0,-3.0
6,Austin Reaves,26:53,0.577,0.531,0.5,0.188,6.3,22.3,12.0,14.0,0.0,0.0,14.8,29.7,109.0,114.0,3.3
7,Rui Hachimura,21:26,0.438,0.438,0.5,0.0,0.0,14.0,5.0,7.2,0.0,0.0,0.0,14.7,105.0,116.0,-5.0
8,Jarred Vanderbilt,14:56,0.174,0.0,1.0,1.0,22.6,20.1,21.7,16.9,3.4,0.0,25.8,10.2,87.0,107.0,-2.6
9,Jaxson Hayes,9:16,0.0,0.0,0.0,0.0,9.1,16.2,11.6,0.0,5.5,0.0,0.0,8.5,33.0,103.0,-12.2
10,Max Christie,7:41,0.75,0.75,1.0,0.0,0.0,0.0,0.0,19.7,0.0,0.0,0.0,10.2,169.0,118.0,2.6
11,Jalen Hood-Schifino,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Maxwell Lewis,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Christian Wood,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
