Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Isaiah Livers,30:41,0.619,0.563,0.25,0.25,7.0,15.6,10.4,4.4,1.6,0.0,0.0,12.3,141.0,134.0,-3.3
1,Jalen Duren,29:59,0.683,0.667,0.0,0.5,7.1,16.0,10.7,21.9,0.0,0.0,6.4,22.1,140.0,137.0,4.4
2,Jaden Ivey,27:19,0.448,0.364,0.545,0.727,3.9,17.6,9.4,30.1,1.8,0.0,21.6,28.7,90.0,133.0,-7.9
3,Bojan Bogdanović,27:04,0.583,0.583,0.333,0.0,0.0,5.9,2.4,5.7,5.5,0.0,20.0,23.5,90.0,126.0,-3.5
4,Cade Cunningham,10:44,0.25,0.25,0.333,0.0,0.0,44.7,17.9,35.7,0.0,0.0,0.0,23.7,84.0,134.0,-12.4
6,Killian Hayes,25:09,0.2,0.2,0.2,0.0,0.0,12.7,5.1,28.6,2.0,0.0,16.7,10.1,83.0,133.0,-10.3
7,Kevin Knox,20:22,0.615,0.563,0.375,0.5,10.5,7.9,9.4,7.2,0.0,0.0,0.0,20.3,139.0,138.0,0.6
8,Ausar Thompson,20:14,0.425,0.4,0.2,0.4,15.8,15.8,15.8,25.5,0.0,0.0,14.5,14.4,114.0,137.0,-3.5
9,Alec Burks,19:50,0.872,0.833,0.333,0.333,5.4,24.2,12.9,8.8,0.0,0.0,8.8,24.2,155.0,137.0,10.7
10,James Wiseman,18:01,0.541,0.571,0.0,0.429,11.8,8.9,10.7,0.0,0.0,0.0,0.0,19.6,119.0,138.0,-7.3
11,Marcus Sasser,10:37,0.509,0.417,0.333,0.333,0.0,30.1,12.1,13.7,0.0,0.0,0.0,27.5,118.0,136.0,-2.5
12,Marvin Bagley III,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Joe Harris,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
