Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Anthony Davis,31:13,0.592,0.5,0.2,0.8,18.8,25.6,22.8,19.6,3.0,4.8,12.9,21.2,135.0,78.0,9.3
1,Cam Reddish,23:26,0.654,0.583,0.333,0.333,10.0,10.2,10.1,10.0,0.0,0.0,12.7,14.3,137.0,94.0,1.5
2,Taurean Prince,23:17,0.833,0.833,0.889,0.0,0.0,10.3,6.1,5.6,2.0,0.0,0.0,16.5,161.0,89.0,10.3
3,LeBron James,22:32,0.966,0.917,0.333,0.667,0.0,17.8,10.5,61.2,0.0,0.0,0.0,29.3,206.0,91.0,34.8
4,D'Angelo Russell,21:59,0.7,0.7,0.5,0.0,0.0,10.9,6.5,6.4,2.2,0.0,28.6,27.1,90.0,89.0,-3.3
6,Austin Reaves,23:12,0.79,0.722,0.667,0.444,0.0,17.2,10.2,39.5,2.0,0.0,15.7,23.4,151.0,87.0,15.1
7,Rui Hachimura,21:21,0.607,0.611,0.333,0.222,0.0,3.7,2.2,12.6,0.0,0.0,0.0,19.7,132.0,96.0,-1.0
8,Max Christie,17:03,0.51,0.6,0.2,0.4,0.0,9.4,5.6,0.0,2.8,0.0,0.0,14.7,98.0,88.0,-2.9
9,Jaxson Hayes,16:46,0.581,0.667,0.333,0.333,0.0,19.1,11.3,0.0,0.0,0.0,22.5,11.3,79.0,89.0,-9.1
10,Jarred Vanderbilt,14:24,0.5,0.5,0.0,0.0,0.0,27.8,16.5,7.6,0.0,5.2,0.0,5.9,126.0,83.0,4.0
11,Jalen Hood-Schifino,8:15,0.129,0.0,0.0,0.667,14.2,29.1,23.0,12.4,0.0,9.1,20.5,25.2,55.0,79.0,-13.8
12,Maxwell Lewis,8:15,0.375,0.375,0.5,0.0,0.0,9.7,5.8,14.1,0.0,0.0,20.0,25.8,74.0,94.0,-11.0
13,Christian Wood,8:15,0.5,0.5,0.25,0.0,42.6,29.1,34.6,32.9,0.0,0.0,33.3,31.0,107.0,86.0,-0.5
