Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Miles Bridges,30:51,0.302,0.25,0.5,0.143,0.0,47.1,19.2,0.0,0.0,0.0,6.3,23.1,60.0,138.0,-13.8
1,Brandon Miller,29:16,0.394,0.313,0.438,0.25,0.0,19.9,8.1,24.8,0.0,2.9,14.5,31.9,77.0,138.0,-5.8
2,Bryce McGowens,24:26,0.53,0.5,0.2,0.3,0.0,11.9,4.9,0.0,0.0,0.0,0.0,20.8,107.0,141.0,-6.0
3,Terry Rozier,19:30,0.3,0.3,0.5,0.0,5.1,7.5,6.1,19.2,0.0,0.0,16.7,27.6,61.0,141.0,-17.2
4,Nick Richards,19:26,0.667,0.667,0.0,0.0,10.3,15.0,12.2,10.7,2.5,8.7,14.3,16.2,120.0,127.0,0.6
6,Nathan Mensah,28:34,0.333,0.333,0.0,0.0,10.5,25.5,16.6,5.4,0.0,0.0,25.0,6.3,86.0,140.0,-11.1
7,Nick Smith Jr.,26:14,0.563,0.563,0.5,0.0,3.8,0.0,2.3,7.1,0.0,0.0,0.0,13.7,119.0,142.0,-6.1
8,JT Thor,21:39,0.125,0.125,0.375,0.0,4.6,6.7,5.5,0.0,0.0,0.0,11.1,18.7,30.0,142.0,-21.4
9,Ish Smith,18:16,0.429,0.429,0.0,0.0,0.0,8.0,3.2,41.8,2.7,0.0,0.0,17.2,105.0,135.0,-0.2
10,Amari Bailey,7:16,0.387,0.333,0.667,0.667,0.0,0.0,0.0,0.0,0.0,0.0,20.5,30.2,62.0,142.0,-18.2
11,Leaky Black,7:16,1.0,1.0,0.0,0.0,0.0,20.0,8.2,50.1,6.8,11.6,50.0,12.4,115.0,114.0,15.1
12,James Bouknight,7:16,0.9,0.9,1.0,0.0,0.0,20.0,8.2,0.0,0.0,0.0,0.0,30.9,150.0,140.0,25.9
