Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Scottie Barnes,33:29,0.625,0.625,0.5,0.0,18.9,20.5,19.8,28.3,4.3,5.0,11.1,22.2,140.0,94.0,12.7
1,Pascal Siakam,31:48,0.64,0.6,0.133,0.333,4.0,15.4,10.4,43.2,1.5,0.0,18.9,27.5,129.0,104.0,2.1
2,OG Anunoby,29:20,0.77,0.781,0.438,0.125,8.6,13.4,11.3,9.6,0.0,0.0,5.6,25.1,147.0,108.0,3.7
3,Gary Trent Jr.,26:22,0.551,0.55,0.8,0.2,0.0,7.4,4.2,16.3,3.6,0.0,8.4,18.6,122.0,102.0,-1.1
4,Jakob Poeltl,21:22,0.644,0.667,0.0,0.667,17.7,22.9,20.7,10.4,4.5,3.9,20.5,18.8,119.0,93.0,-1.8
6,Dennis Schröder,28:26,0.75,0.75,0.333,0.0,0.0,13.8,7.8,37.3,0.0,0.0,33.3,13.1,131.0,108.0,-2.0
7,Jalen McDaniels,18:51,0.381,0.286,0.571,0.286,0.0,20.8,11.7,5.4,2.5,0.0,0.0,17.2,102.0,101.0,-11.6
8,Otto Porter Jr.,12:55,1.0,1.0,0.0,0.0,0.0,15.2,8.5,18.2,3.7,6.5,0.0,9.6,208.0,94.0,11.3
9,Chris Boucher,12:15,0.6,0.6,0.8,0.0,10.3,24.0,18.0,0.0,0.0,0.0,0.0,16.8,135.0,105.0,-7.4
10,Precious Achiuwa,10:33,0.521,0.5,0.0,1.0,0.0,9.3,5.2,0.0,4.5,8.0,25.8,15.2,76.0,94.0,-6.4
11,Gradey Dick,4:53,1.042,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,12.2,222.0,90.0,13.6
12,Malachi Flynn,4:53,1.0,1.0,1.0,0.0,25.9,0.0,11.3,0.0,0.0,0.0,40.0,42.2,91.0,110.0,1.2
13,Thaddeus Young,4:53,1.042,1.0,0.0,1.0,25.9,40.1,33.9,69.9,0.0,0.0,41.0,20.6,156.0,102.0,21.9
