Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jamal Murray,31:17,0.507,0.433,0.333,0.267,0.0,4.6,2.1,33.1,1.5,6.1,19.3,29.1,95.0,125.0,-4.1
1,Nikola Jokić,30:28,0.945,0.944,0.111,1.333,3.8,47.7,23.4,38.7,1.6,0.0,29.6,29.2,135.0,123.0,10.9
2,Aaron Gordon,28:33,1.0,1.0,0.333,0.0,8.2,15.3,11.4,23.5,1.7,0.0,25.0,12.3,150.0,127.0,4.5
3,Kentavious Caldwell-Pope,28:20,0.607,0.556,0.556,0.222,0.0,5.1,2.3,5.6,6.8,3.4,9.2,16.9,111.0,115.0,4.3
4,Michael Porter Jr.,24:02,0.278,0.278,0.333,0.0,4.9,18.2,10.8,6.1,0.0,0.0,10.0,18.3,64.0,131.0,-15.3
6,Reggie Jackson,20:18,0.357,0.357,0.571,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,15.1,87.0,133.0,-11.9
7,Peyton Watson,17:16,0.188,0.188,0.625,0.0,6.8,8.4,7.5,0.0,0.0,0.0,0.0,20.3,51.0,132.0,-19.7
8,Christian Braun,16:43,0.625,0.625,0.5,0.0,0.0,26.1,11.6,9.2,2.9,0.0,20.0,13.1,98.0,123.0,-2.0
9,Justin Holiday,12:21,0.5,0.5,1.0,0.0,0.0,0.0,0.0,11.7,3.9,0.0,0.0,10.7,112.0,124.0,-3.0
10,DeAndre Jordan,7:38,0.525,0.333,0.0,1.333,30.7,57.2,42.5,0.0,0.0,12.6,0.0,27.4,131.0,117.0,2.2
11,Collin Gillespie,5:46,0.84,0.833,0.333,1.333,0.0,25.2,11.2,40.9,0.0,0.0,0.0,36.2,171.0,130.0,22.6
12,Jay Huff,5:46,0.5,0.5,0.5,0.0,0.0,0.0,0.0,29.0,0.0,0.0,33.3,22.8,77.0,133.0,-12.3
13,Braxton Key,5:46,1.0,1.0,0.0,0.0,20.3,0.0,11.2,29.0,8.4,0.0,0.0,7.6,216.0,114.0,18.3
14,Zeke Nnaji,5:46,0.868,0.75,0.5,1.0,0.0,0.0,0.0,29.0,8.4,0.0,0.0,21.9,184.0,114.0,20.2
