Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,D'Angelo Russell,39:57,0.571,0.524,0.476,0.286,5.6,10.6,7.8,35.1,0.0,2.0,17.5,29.5,114.0,132.0,-0.5
1,Anthony Davis,35:47,0.623,0.6,0.05,0.1,12.5,31.6,20.9,9.3,0.0,0.0,4.6,25.2,132.0,132.0,0.0
2,Austin Reaves,33:56,0.429,0.429,0.571,0.0,0.0,8.3,3.7,18.6,2.8,2.3,17.6,20.6,88.0,125.0,-7.1
3,Taurean Prince,32:35,0.527,0.5,0.6,0.1,0.0,13.0,5.7,7.5,2.9,2.4,8.7,14.4,109.0,125.0,-2.4
4,Rui Hachimura,29:44,0.688,0.688,0.125,0.0,3.8,9.5,6.3,8.7,1.6,2.6,0.0,11.1,151.0,128.0,1.5
6,Jarred Vanderbilt,25:09,0.51,0.4,0.1,0.4,26.6,16.8,22.3,10.2,5.7,3.1,14.5,22.5,117.0,117.0,1.6
7,Cam Reddish,16:25,0.666,0.8,0.8,0.8,0.0,0.0,0.0,8.1,2.9,14.4,12.9,19.4,112.0,114.0,9.8
8,Christian Wood,13:33,0.714,1.0,0.0,2.5,0.0,72.9,32.2,28.0,0.0,0.0,19.2,15.8,126.0,128.0,7.7
9,Max Christie,10:09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,135.0,-13.4
10,Jaxson Hayes,0:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,-10.1
11,Jalen Hood-Schifino,0:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,44.9,0.0,135.0,-59.1
12,Maxwell Lewis,0:55,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9,200.0,135.0,33.9
