Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Jalen Brunson,27.0,54,54.0,1942,528,1102,0.479,143,351,0.407,385,751,0.513,0.544,290,344,0.843,31,173,204,357,51,11,134,107,1489
2.0,Josh Hart,28.0,56,17.0,1699,176,408,0.431,53,170,0.312,123,238,0.517,0.496,51,61,0.836,73,329,402,183,43,15,75,106,456
3.0,Julius Randle,29.0,46,46.0,1630,395,836,0.472,76,244,0.311,319,592,0.539,0.518,236,302,0.781,99,324,423,229,25,12,159,125,1102
4.0,Donte DiVincenzo,27.0,56,38.0,1414,271,597,0.454,172,414,0.415,99,183,0.541,0.598,51,70,0.729,42,142,184,136,65,21,65,110,765
5.0,Isaiah Hartenstein,25.0,52,26.0,1315,144,232,0.621,1,3,0.333,143,229,0.624,0.623,74,103,0.718,177,266,443,105,59,56,61,149,363
6.0,Quentin Grimes,23.0,45,18.0,910,113,286,0.395,77,212,0.363,36,74,0.486,0.53,24,34,0.706,14,74,88,52,30,3,21,66,327
7.0,RJ Barrett,23.0,26,26.0,766,164,388,0.423,43,130,0.331,121,258,0.469,0.478,103,124,0.831,19,92,111,63,12,9,47,45,474
8.0,Immanuel Quickley,24.0,30,0.0,720,152,335,0.454,64,162,0.395,88,173,0.509,0.549,82,94,0.872,5,72,77,74,16,3,31,44,450
9.0,Precious Achiuwa,24.0,25,11.0,656,91,169,0.538,7,28,0.25,84,141,0.596,0.559,20,29,0.69,82,105,187,24,15,26,24,53,209
10.0,Mitchell Robinson,25.0,21,21.0,613,58,98,0.592,0,0,,58,98,0.592,0.592,14,38,0.368,112,104,216,15,32,27,21,40,130
11.0,Miles McBride,23.0,44,3.0,556,97,219,0.443,49,122,0.402,48,97,0.495,0.555,20,25,0.8,12,32,44,44,25,3,17,50,263
12.0,OG Anunoby,26.0,14,14.0,500,81,157,0.516,25,64,0.391,56,93,0.602,0.596,32,38,0.842,15,50,65,21,25,15,19,34,219
13.0,Jericho Sims,25.0,30,9.0,342,26,37,0.703,0,0,,26,37,0.703,0.703,8,12,0.667,30,53,83,11,3,11,8,27,60
14.0,Taj Gibson,38.0,16,1.0,165,7,23,0.304,0,6,0.0,7,17,0.412,0.304,2,2,1.0,10,18,28,9,2,6,5,28,16
15.0,Alec Burks,32.0,5,1.0,101,18,54,0.333,10,29,0.345,8,25,0.32,0.426,8,11,0.727,2,8,10,4,0,0,7,6,54
16.0,Bojan Bogdanović,34.0,4,0.0,98,20,43,0.465,10,21,0.476,10,22,0.455,0.581,6,10,0.6,0,9,9,1,4,1,2,9,56
17.0,Malachi Flynn,25.0,14,0.0,60,9,23,0.391,4,13,0.308,5,10,0.5,0.478,9,11,0.818,0,6,6,6,1,0,3,3,31
18.0,Ryan Arcidiacono,29.0,20,0.0,45,0,6,0.0,0,6,0.0,0,0,,0.0,0,0,,0,8,8,4,2,0,2,5,0
19.0,Evan Fournier,31.0,3,0.0,39,4,20,0.2,2,15,0.133,2,5,0.4,0.25,2,2,1.0,0,4,4,3,4,0,1,4,12
20.0,Jacob Toppin,23.0,7,0.0,34,5,9,0.556,1,4,0.25,4,5,0.8,0.611,2,2,1.0,3,3,6,2,0,1,1,3,13
21.0,Charlie Brown Jr.,26.0,6,0.0,33,2,9,0.222,2,6,0.333,0,3,0.0,0.333,0,0,,1,1,2,0,0,2,2,5,6
22.0,DaQuan Jeffries,26.0,12,0.0,31,5,13,0.385,1,6,0.167,4,7,0.571,0.423,0,2,0.0,0,5,5,2,0,0,1,2,11
23.0,Dylan Windler,27.0,3,0.0,7,1,2,0.5,1,2,0.5,0,0,,0.75,0,0,,0,1,1,1,0,0,0,1,3
24.0,Dmytro Skapintsev,25.0,2,0.0,2,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0
,,,57,,13680,2367,5067,0.467,741,2008,0.369,1626,3059,0.532,0.54,1034,1314,0.787,727,1879,2606,1346,414,222,755,1022,6509
