Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,57.0,13680,2367,5067,0.467,741,2008,0.369,1626,3059,0.532,1034,1314,0.787,727,1879,2606,1346,414,222,755,1022,6509
Team/G,,240.0,41.5,88.9,0.467,13.0,35.2,0.369,28.5,53.7,0.532,18.1,23.1,0.787,12.8,33.0,45.7,23.6,7.3,3.9,13.2,17.9,114.2
Lg Rank,,20,22,20,21.0,14,13,14.0,23,20,23.0,13,12,12.0,3,13,5,29,20,29,12,4,18
Year/Year,,-1.4%,-1.1%,-0.5%,-0.003,2.8%,-1.4%,0.015,-2.8%,0.1%,-0.016,-6.4%,-9.4%,0.026,1.4%,-3.1%,-1.9%,3.0%,13.0%,-6.1%,2.0%,-11.7%,-1.6%
Opponent,57.0,13680,2332,4921,0.474,730,1972,0.37,1602,2949,0.543,865,1137,0.761,562,1729,2291,1479,383,302,737,1129,6259
Opponent/G,,240.0,40.9,86.3,0.474,12.8,34.6,0.37,28.1,51.7,0.543,15.2,19.9,0.761,9.9,30.3,40.2,25.9,6.7,5.3,12.9,19.8,109.8
Lg Rank,,20,10,3,18.0,13,12,19.0,8,4,13.0,3,4,3.0,5,2,1,10,6,20,23,10,3
Year/Year,,-1.4%,0.4%,-2.1%,0.011,-1.7%,-5.2%,0.013,1.3%,0.1%,0.006,-18.1%,-15.8%,-0.022,-2.6%,-5.0%,-4.4%,3.2%,11.1%,17.4%,1.6%,-4.1%,-2.9%
