Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,56.0,13465,2221,4801,0.463,697,1870,0.373,1524,2931,0.52,1049,1278,0.821,540,1829,2369,1447,409,184,728,1009,6188
Team/G,,240.4,39.7,85.7,0.463,12.4,33.4,0.373,27.2,52.3,0.52,18.7,22.8,0.821,9.6,32.7,42.3,25.8,7.3,3.3,13.0,18.0,110.5
Lg Rank,,29,28,29,24.0,16,17,11.0,28,23,27.0,9,14,4.0,25,18,23,21,19,30,9,5,27
Year/Year,,-0.4%,1.2%,0.6%,0.003,4.1%,-4.0%,0.029,-0.2%,3.7%,-0.02,-2.0%,-0.7%,-0.01,-0.7%,5.7%,4.2%,8.4%,-8.6%,10.9%,-3.6%,-2.5%,0.9%
Opponent,56.0,13465,2280,4834,0.472,747,2065,0.362,1533,2769,0.554,859,1121,0.766,523,1885,2408,1496,385,275,776,1077,6166
Opponent/G,,240.4,40.7,86.3,0.472,13.3,36.9,0.362,27.4,49.4,0.554,15.3,20.0,0.766,9.3,33.7,43.0,26.7,6.9,4.9,13.9,19.2,110.1
Lg Rank,,29,8,2,14.0,21,24,12.0,4,3,19.0,4,5,7.0,2,22,14,16,8,12,12,15,4
Year/Year,,-0.4%,1.5%,3.8%,-0.01,1.6%,3.1%,-0.005,1.5%,4.3%,-0.015,-6.8%,-5.0%,-0.015,5.1%,2.2%,2.8%,4.5%,-1.3%,30.3%,-11.8%,-4.0%,0.3%
