Rk,Unnamed: 1,Salary
1,Jimmy Butler,"$45,183,960"
2,Bam Adebayo,"$32,600,060"
3,Tyler Herro,"$27,000,000"
4,Terry Rozier,"$23,205,221"
5,Duncan Robinson,"$18,154,000"
6,Caleb Martin,"$6,802,950"
7,Kevin Love,"$3,835,738"
8,Jaime Jaquez Jr.,"$3,510,600"
9,Josh Richardson,"$2,891,467"
10,Thomas Bryant,"$2,528,233"
11,Nikola Jović,"$2,352,000"
12,Haywood Highsmith,"$1,902,137"
13,Dru Smith,"$1,801,769"
14,Orlando Robinson,"$1,801,769"
