Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Bam Adebayo,26.0,46,46.0,1592,355,693,0.512,1,11,0.091,354,682,0.519,0.513,223,286,0.78,104,382,486,189,49,46,112,113,934
2.0,Jaime Jaquez Jr.,22.0,50,16.0,1471,246,504,0.488,45,143,0.315,201,361,0.557,0.533,101,123,0.821,63,133,196,128,53,11,83,117,638
3.0,Duncan Robinson,29.0,51,19.0,1402,237,517,0.458,145,351,0.413,92,166,0.554,0.599,65,73,0.89,11,109,120,143,31,12,70,117,684
4.0,Jimmy Butler,34.0,38,38.0,1281,255,508,0.502,38,85,0.447,217,423,0.513,0.539,267,310,0.861,77,134,211,176,52,12,66,40,815
5.0,Tyler Herro,24.0,36,36.0,1209,283,648,0.437,117,293,0.399,166,355,0.468,0.527,66,79,0.835,18,173,191,158,29,3,77,51,749
6.0,Josh Richardson,30.0,43,6.0,1103,154,347,0.444,66,190,0.347,88,157,0.561,0.539,51,54,0.944,18,103,121,105,24,14,36,76,425
7.0,Caleb Martin,28.0,39,18.0,1041,149,331,0.45,43,122,0.352,106,209,0.507,0.515,48,64,0.75,48,128,176,84,30,12,46,80,389
8.0,Kyle Lowry,37.0,37,35.0,1037,103,242,0.426,62,161,0.385,41,81,0.506,0.554,35,42,0.833,25,104,129,147,39,15,53,94,303
9.0,Haywood Highsmith,27.0,41,24.0,867,87,204,0.426,45,121,0.372,42,83,0.506,0.537,21,26,0.808,35,82,117,43,39,21,25,81,240
10.0,Kevin Love,35.0,45,5.0,793,126,290,0.434,70,204,0.343,56,86,0.651,0.555,76,98,0.776,48,235,283,102,16,8,35,82,398
11.0,Nikola Jović,20.0,23,15.0,385,47,110,0.427,26,56,0.464,21,54,0.389,0.545,14,24,0.583,17,78,95,44,7,8,22,43,134
12.0,Terry Rozier,29.0,10,9.0,299,46,128,0.359,11,47,0.234,35,81,0.432,0.402,23,24,0.958,10,35,45,56,8,2,11,19,126
13.0,Thomas Bryant,26.0,25,3.0,259,44,77,0.571,0,4,0.0,44,73,0.603,0.571,18,22,0.818,25,52,77,15,6,5,15,26,106
14.0,Orlando Robinson,23.0,24,7.0,239,32,62,0.516,7,13,0.538,25,49,0.51,0.573,18,24,0.75,19,47,66,27,6,7,14,31,89
15.0,Jamal Cain,24.0,16,1.0,225,29,69,0.42,8,26,0.308,21,43,0.488,0.478,18,23,0.783,13,19,32,4,10,4,5,17,84
16.0,Dru Smith,26.0,9,0.0,131,15,33,0.455,7,17,0.412,8,16,0.5,0.561,2,2,1.0,6,8,14,14,9,3,5,12,39
17.0,R.J. Hampton,22.0,8,2.0,76,4,14,0.286,1,8,0.125,3,6,0.5,0.321,1,2,0.5,2,4,6,8,0,0,3,8,10
18.0,Cole Swider,24.0,10,0.0,50,9,23,0.391,5,17,0.294,4,6,0.667,0.5,2,2,1.0,1,2,3,4,1,1,6,2,25
19.0,Alondes Williams,24.0,1,0.0,6,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,1,1,0,0,0,1,0,0
,,,56,,13465,2221,4801,0.463,697,1870,0.373,1524,2931,0.52,0.535,1049,1278,0.821,540,1829,2369,1447,409,184,728,1009,6188
