Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Bam Adebayo,26,46,46,34.6,7.7,15.1,0.512,0.0,0.2,0.091,7.7,14.8,0.519,0.513,4.8,6.2,0.78,2.3,8.3,10.6,4.1,1.1,1.0,2.4,2.5,20.3
2,Jimmy Butler,34,38,38,33.7,6.7,13.4,0.502,1.0,2.2,0.447,5.7,11.1,0.513,0.539,7.0,8.2,0.861,2.0,3.5,5.6,4.6,1.4,0.3,1.7,1.1,21.4
3,Tyler Herro,24,36,36,33.6,7.9,18.0,0.437,3.3,8.1,0.399,4.6,9.9,0.468,0.527,1.8,2.2,0.835,0.5,4.8,5.3,4.4,0.8,0.1,2.1,1.4,20.8
4,Terry Rozier,29,10,9,29.9,4.6,12.8,0.359,1.1,4.7,0.234,3.5,8.1,0.432,0.402,2.3,2.4,0.958,1.0,3.5,4.5,5.6,0.8,0.2,1.1,1.9,12.6
5,Jaime Jaquez Jr.,22,50,16,29.4,4.9,10.1,0.488,0.9,2.9,0.315,4.0,7.2,0.557,0.533,2.0,2.5,0.821,1.3,2.7,3.9,2.6,1.1,0.2,1.7,2.3,12.8
6,Kyle Lowry,37,37,35,28.0,2.8,6.5,0.426,1.7,4.4,0.385,1.1,2.2,0.506,0.554,0.9,1.1,0.833,0.7,2.8,3.5,4.0,1.1,0.4,1.4,2.5,8.2
7,Duncan Robinson,29,51,19,27.5,4.6,10.1,0.458,2.8,6.9,0.413,1.8,3.3,0.554,0.599,1.3,1.4,0.89,0.2,2.1,2.4,2.8,0.6,0.2,1.4,2.3,13.4
8,Caleb Martin,28,39,18,26.7,3.8,8.5,0.45,1.1,3.1,0.352,2.7,5.4,0.507,0.515,1.2,1.6,0.75,1.2,3.3,4.5,2.2,0.8,0.3,1.2,2.1,10.0
9,Josh Richardson,30,43,6,25.7,3.6,8.1,0.444,1.5,4.4,0.347,2.0,3.7,0.561,0.539,1.2,1.3,0.944,0.4,2.4,2.8,2.4,0.6,0.3,0.8,1.8,9.9
10,Haywood Highsmith,27,41,24,21.1,2.1,5.0,0.426,1.1,3.0,0.372,1.0,2.0,0.506,0.537,0.5,0.6,0.808,0.9,2.0,2.9,1.0,1.0,0.5,0.6,2.0,5.9
11,Kevin Love,35,45,5,17.6,2.8,6.4,0.434,1.6,4.5,0.343,1.2,1.9,0.651,0.555,1.7,2.2,0.776,1.1,5.2,6.3,2.3,0.4,0.2,0.8,1.8,8.8
12,Nikola Jović,20,23,15,16.7,2.0,4.8,0.427,1.1,2.4,0.464,0.9,2.3,0.389,0.545,0.6,1.0,0.583,0.7,3.4,4.1,1.9,0.3,0.3,1.0,1.9,5.8
13,Dru Smith,26,9,0,14.6,1.7,3.7,0.455,0.8,1.9,0.412,0.9,1.8,0.5,0.561,0.2,0.2,1.0,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3
14,Jamal Cain,24,16,1,14.1,1.8,4.3,0.42,0.5,1.6,0.308,1.3,2.7,0.488,0.478,1.1,1.4,0.783,0.8,1.2,2.0,0.3,0.6,0.3,0.3,1.1,5.3
15,Thomas Bryant,26,25,3,10.4,1.8,3.1,0.571,0.0,0.2,0.0,1.8,2.9,0.603,0.571,0.7,0.9,0.818,1.0,2.1,3.1,0.6,0.2,0.2,0.6,1.0,4.2
16,Orlando Robinson,23,24,7,10.0,1.3,2.6,0.516,0.3,0.5,0.538,1.0,2.0,0.51,0.573,0.8,1.0,0.75,0.8,2.0,2.8,1.1,0.3,0.3,0.6,1.3,3.7
17,R.J. Hampton,22,8,2,9.5,0.5,1.8,0.286,0.1,1.0,0.125,0.4,0.8,0.5,0.321,0.1,0.3,0.5,0.3,0.5,0.8,1.0,0.0,0.0,0.4,1.0,1.3
18,Alondes Williams,24,1,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
19,Cole Swider,24,10,0,5.0,0.9,2.3,0.391,0.5,1.7,0.294,0.4,0.6,0.667,0.5,0.2,0.2,1.0,0.1,0.2,0.3,0.4,0.1,0.1,0.6,0.2,2.5
