Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Stephen Curry,35.0,53,53.0,1769,480,1046,0.459,262,633,0.414,218,413,0.528,0.584,246,267,0.921,24,199,223,269,44,20,160,95,1468
2.0,Klay Thompson,33.0,53,49.0,1608,320,765,0.418,172,462,0.372,148,303,0.488,0.531,93,101,0.921,25,159,184,118,30,27,80,96,905
3.0,Jonathan Kuminga,21.0,55,29.0,1408,318,604,0.526,40,129,0.31,278,475,0.585,0.56,166,229,0.725,70,189,259,111,37,25,89,119,842
4.0,Andrew Wiggins,28.0,51,40.0,1388,249,547,0.455,59,168,0.351,190,379,0.501,0.509,93,128,0.727,79,139,218,88,29,27,63,113,650
5.0,Brandin Podziemski,20.0,50,17.0,1332,196,429,0.457,63,169,0.373,133,260,0.512,0.53,38,61,0.623,77,216,293,194,41,8,64,90,493
6.0,Dario Šarić,29.0,54,9.0,1016,171,364,0.47,72,185,0.389,99,179,0.553,0.569,76,88,0.864,68,202,270,133,30,9,67,108,490
7.0,Kevon Looney,27.0,56,36.0,986,111,184,0.603,0,1,0.0,111,183,0.607,0.603,43,62,0.694,123,224,347,117,23,19,41,126,265
8.0,Chris Paul,38.0,32,11.0,882,104,245,0.424,43,119,0.361,61,126,0.484,0.512,35,42,0.833,10,111,121,230,36,3,38,59,286
9.0,Draymond Green,33.0,32,29.0,850,115,227,0.507,36,81,0.444,79,146,0.541,0.586,35,46,0.761,40,178,218,189,26,29,78,98,301
10.0,Moses Moody,21.0,42,4.0,706,120,259,0.463,42,123,0.341,78,136,0.574,0.544,47,59,0.797,45,78,123,33,26,15,28,52,329
11.0,Trayce Jackson-Davis,23.0,43,3.0,556,119,174,0.684,0,0,,119,174,0.684,0.684,44,75,0.587,72,102,174,41,13,36,28,68,282
12.0,Gary Payton II,31.0,22,0.0,345,53,102,0.52,12,37,0.324,41,65,0.631,0.578,9,13,0.692,24,40,64,21,23,7,12,38,127
13.0,Cory Joseph,32.0,26,0.0,296,23,64,0.359,13,42,0.31,10,22,0.455,0.461,4,7,0.571,6,24,30,42,4,3,12,25,63
14.0,Lester Quinones,23.0,22,0.0,283,36,91,0.396,21,53,0.396,15,38,0.395,0.511,16,23,0.696,18,35,53,27,5,2,15,36,109
15.0,Gui Santos,21.0,14,0.0,118,17,34,0.5,6,15,0.4,11,19,0.579,0.588,14,15,0.933,12,22,34,7,3,2,4,16,54
16.0,Jerome Robinson,26.0,11,0.0,36,2,12,0.167,1,7,0.143,1,5,0.2,0.208,5,8,0.625,1,2,3,2,0,1,0,2,10
17.0,Usman Garuba,21.0,3,0.0,8,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,1,0,1,1,1,0,0,2,0
18.0,Pat Spencer,27.0,1,0.0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
,,,56,,13590,2434,5148,0.473,842,2224,0.379,1592,2924,0.544,0.555,964,1224,0.788,695,1920,2615,1623,371,233,810,1143,6674
