Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Stephen Curry,35,53,53,1769,9.8,21.3,0.459,5.3,12.9,0.414,4.4,8.4,0.528,5.0,5.4,0.921,0.5,4.0,4.5,5.5,0.9,0.4,3.3,1.9,29.9
2,Klay Thompson,33,53,49,1608,7.2,17.1,0.418,3.9,10.3,0.372,3.3,6.8,0.488,2.1,2.3,0.921,0.6,3.6,4.1,2.6,0.7,0.6,1.8,2.1,20.3
3,Jonathan Kuminga,21,55,29,1408,8.1,15.4,0.526,1.0,3.3,0.31,7.1,12.1,0.585,4.2,5.9,0.725,1.8,4.8,6.6,2.8,0.9,0.6,2.3,3.0,21.5
4,Andrew Wiggins,28,51,40,1388,6.5,14.2,0.455,1.5,4.4,0.351,4.9,9.8,0.501,2.4,3.3,0.727,2.0,3.6,5.7,2.3,0.8,0.7,1.6,2.9,16.9
5,Brandin Podziemski,20,50,17,1332,5.3,11.6,0.457,1.7,4.6,0.373,3.6,7.0,0.512,1.0,1.6,0.623,2.1,5.8,7.9,5.2,1.1,0.2,1.7,2.4,13.3
6,Dario Šarić,29,54,9,1016,6.1,12.9,0.47,2.6,6.6,0.389,3.5,6.3,0.553,2.7,3.1,0.864,2.4,7.2,9.6,4.7,1.1,0.3,2.4,3.8,17.4
7,Kevon Looney,27,56,36,986,4.1,6.7,0.603,0.0,0.0,0.0,4.1,6.7,0.607,1.6,2.3,0.694,4.5,8.2,12.7,4.3,0.8,0.7,1.5,4.6,9.7
8,Chris Paul,38,32,11,882,4.2,10.0,0.424,1.8,4.9,0.361,2.5,5.1,0.484,1.4,1.7,0.833,0.4,4.5,4.9,9.4,1.5,0.1,1.6,2.4,11.7
9,Draymond Green,33,32,29,850,4.9,9.6,0.507,1.5,3.4,0.444,3.3,6.2,0.541,1.5,1.9,0.761,1.7,7.5,9.2,8.0,1.1,1.2,3.3,4.2,12.7
10,Moses Moody,21,42,4,706,6.1,13.2,0.463,2.1,6.3,0.341,4.0,6.9,0.574,2.4,3.0,0.797,2.3,4.0,6.3,1.7,1.3,0.8,1.4,2.7,16.8
11,Trayce Jackson-Davis,23,43,3,556,7.7,11.3,0.684,0.0,0.0,,7.7,11.3,0.684,2.8,4.9,0.587,4.7,6.6,11.3,2.7,0.8,2.3,1.8,4.4,18.3
12,Gary Payton II,31,22,0,345,5.5,10.6,0.52,1.3,3.9,0.324,4.3,6.8,0.631,0.9,1.4,0.692,2.5,4.2,6.7,2.2,2.4,0.7,1.3,4.0,13.3
13,Cory Joseph,32,26,0,296,2.8,7.8,0.359,1.6,5.1,0.31,1.2,2.7,0.455,0.5,0.9,0.571,0.7,2.9,3.6,5.1,0.5,0.4,1.5,3.0,7.7
14,Lester Quinones,23,22,0,283,4.6,11.6,0.396,2.7,6.7,0.396,1.9,4.8,0.395,2.0,2.9,0.696,2.3,4.5,6.7,3.4,0.6,0.3,1.9,4.6,13.9
15,Gui Santos,21,14,0,118,5.2,10.4,0.5,1.8,4.6,0.4,3.4,5.8,0.579,4.3,4.6,0.933,3.7,6.7,10.4,2.1,0.9,0.6,1.2,4.9,16.5
16,Jerome Robinson,26,11,0,36,2.0,12.0,0.167,1.0,7.0,0.143,1.0,5.0,0.2,5.0,8.0,0.625,1.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,10.0
17,Usman Garuba,21,3,0,8,0.0,4.5,0.0,0.0,0.0,,0.0,4.5,0.0,0.0,0.0,,4.5,0.0,4.5,4.5,4.5,0.0,0.0,9.0,0.0
18,Pat Spencer,27,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
