Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kevin Durant,35,51,51,37.1,10.1,19.1,0.53,2.2,5.2,0.423,7.9,13.9,0.57,0.588,5.5,6.3,0.864,0.5,6.1,6.7,5.6,0.9,1.3,3.2,1.9,28.0
2,Devin Booker,27,48,48,35.6,9.6,19.3,0.496,2.1,5.7,0.371,7.5,13.6,0.549,0.551,6.2,7.0,0.876,0.7,3.9,4.6,7.0,0.9,0.4,2.6,3.0,27.5
3,Grayson Allen,28,52,52,33.1,4.3,8.5,0.508,2.6,5.3,0.486,1.8,3.2,0.545,0.659,1.8,2.0,0.886,0.7,3.3,4.0,3.2,0.8,0.7,1.3,2.2,13.0
4,Bradley Beal,30,30,30,32.6,7.1,14.4,0.495,1.6,4.5,0.363,5.5,9.9,0.556,0.552,2.3,3.0,0.775,0.8,3.4,4.3,4.5,0.9,0.3,2.4,2.6,18.2
5,Eric Gordon,35,49,24,29.8,4.6,10.0,0.457,2.5,6.3,0.389,2.1,3.6,0.576,0.581,0.9,1.1,0.815,0.3,1.8,2.1,2.2,1.0,0.5,1.3,1.3,12.5
6,Jusuf Nurkić,29,54,54,27.3,4.6,8.8,0.518,0.4,1.6,0.25,4.2,7.2,0.575,0.54,2.3,3.4,0.687,2.6,7.7,10.3,3.8,1.0,1.0,2.1,3.3,11.8
7,Royce O'Neale,30,6,1,24.8,3.0,7.5,0.4,2.3,5.8,0.4,0.7,1.7,0.4,0.556,0.3,0.8,0.4,0.8,5.3,6.2,2.7,1.8,0.5,0.7,2.2,8.7
8,Thaddeus Young,35,1,0,19.0,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,0.333,0.333,0.0,0.0,,6.0,2.0,8.0,0.0,1.0,0.0,1.0,4.0,2.0
9,Josh Okogie,25,52,11,17.3,1.5,3.7,0.417,0.5,1.7,0.295,1.0,2.0,0.519,0.484,1.4,1.9,0.732,1.3,1.4,2.8,1.2,0.9,0.4,0.6,1.2,4.9
10,Drew Eubanks,26,52,4,15.9,2.2,3.6,0.624,0.1,0.1,1.0,2.2,3.5,0.617,0.632,1.0,1.4,0.736,1.3,2.9,4.2,0.9,0.4,0.9,0.9,1.6,5.5
11,Keita Bates-Diop,28,39,8,15.3,1.6,3.8,0.427,0.5,1.6,0.313,1.1,2.2,0.512,0.493,0.7,0.9,0.722,0.8,1.8,2.6,0.9,0.6,0.5,0.3,0.8,4.5
12,Jordan Goodwin,25,40,0,14.0,1.9,4.8,0.389,0.6,2.0,0.288,1.3,2.8,0.46,0.448,0.6,0.7,0.862,1.0,1.9,2.9,2.0,0.6,0.2,0.7,1.1,5.0
13,Yuta Watanabe,29,29,0,13.2,1.2,3.3,0.361,0.8,2.6,0.32,0.4,0.8,0.5,0.485,0.3,0.5,0.667,0.4,1.2,1.6,0.3,0.3,0.2,0.6,1.2,3.6
14,Nassir Little,23,34,2,12.5,1.4,3.1,0.458,0.6,1.8,0.317,0.9,1.4,0.638,0.547,0.5,0.6,0.85,0.4,1.7,2.1,0.6,0.3,0.3,0.4,1.1,3.9
15,Chimezie Metu,26,37,5,12.1,1.8,3.5,0.508,0.4,1.4,0.294,1.4,2.1,0.646,0.565,1.0,1.2,0.884,0.6,2.3,3.0,0.5,0.5,0.2,0.7,1.1,5.0
16,Bol Bol,24,20,0,10.4,2.4,3.6,0.653,0.4,1.0,0.368,2.0,2.7,0.755,0.701,0.3,0.4,0.75,1.0,2.4,3.3,0.5,0.3,0.7,0.5,1.1,5.4
17,Saben Lee,24,15,0,7.7,0.9,2.3,0.412,0.1,0.7,0.1,0.9,1.6,0.542,0.426,1.5,2.1,0.742,0.4,1.1,1.5,1.2,0.5,0.2,0.5,0.4,3.5
18,Udoka Azubuike,24,14,0,7.6,1.1,1.6,0.727,0.0,0.0,,1.1,1.6,0.727,0.727,0.2,0.8,0.273,0.8,1.5,2.3,0.2,0.1,0.4,0.3,1.2,2.5
19,David Roddy,22,3,0,4.0,0.7,1.0,0.667,0.3,0.7,0.5,0.3,0.3,1.0,0.833,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,1.7
20,Théo Maledon,22,3,0,4.0,0.3,1.0,0.333,0.0,0.0,,0.3,1.0,0.333,0.333,1.0,1.0,1.0,0.0,0.3,0.3,0.0,0.0,0.0,1.0,1.0,1.7
