Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,58.0,13995,2469,4978,0.496,693,1835,0.378,1776,3143,0.565,1183,1461,0.81,580,1948,2528,1548,439,355,860,1070,6814
Team/G,,241.3,42.6,85.8,0.496,11.9,31.6,0.378,30.6,54.2,0.565,20.4,25.2,0.81,10.0,33.6,43.6,26.7,7.6,6.1,14.8,18.4,117.5
Lg Rank,,4,16,28,3.0,22,26,7.0,10,17,7.0,2,4,7.0,21,9,14,14,12,4,27,7,11
Year/Year,,0.0%,1.1%,-4.7%,0.029,-2.1%,-3.0%,0.003,2.4%,-5.7%,0.045,18.5%,16.0%,0.017,-15.6%,3.7%,-1.5%,-2.1%,6.1%,16.2%,9.5%,-13.0%,3.4%
Opponent,58.0,13995,2454,5264,0.466,763,2081,0.367,1691,3183,0.531,968,1265,0.765,657,1736,2393,1521,468,276,751,1213,6639
Opponent/G,,241.3,42.3,90.8,0.466,13.2,35.9,0.367,29.2,54.9,0.531,16.7,21.8,0.765,11.3,29.9,41.3,26.2,8.1,4.8,12.9,20.9,114.5
Lg Rank,,4,16,23,7.0,16,21,16.0,14,19,7.0,6,7,6.0,27,1,4,11,25,7,22,3,15
Year/Year,,0.0%,5.8%,5.7%,0.001,15.0%,12.0%,0.01,2.1%,1.9%,0.001,-17.1%,-14.9%,-0.021,10.6%,-8.3%,-3.8%,12.3%,12.5%,19.3%,-10.2%,5.3%,2.6%
