Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1,Kevin Durant,35,51,1892,22.7,0.638,0.274,0.331,1.7,17.8,10.2,25.0,1.2,3.1,12.9,29.3,,4.3,2.1,6.5,0.165,,5.0,0.2,5.2,3.4
2,Grayson Allen,28,52,1723,13.7,0.692,0.623,0.237,2.5,10.7,6.8,12.7,1.2,1.7,12.4,14.0,,3.3,1.4,4.7,0.131,,1.0,-0.1,0.9,1.3
3,Devin Booker,27,48,1711,22.5,0.613,0.297,0.365,2.4,11.7,7.3,31.8,1.3,1.0,10.3,30.3,,5.1,1.4,6.5,0.183,,4.1,-1.1,3.0,2.2
4,Jusuf Nurkić,29,54,1473,17.9,0.575,0.177,0.383,11.7,30.3,21.5,19.3,1.8,3.2,16.8,19.6,,1.8,2.5,4.3,0.141,,-0.7,1.6,0.9,1.1
5,Eric Gordon,35,49,1460,11.5,0.597,0.637,0.111,1.2,6.5,4.0,10.2,1.6,1.5,10.8,17.0,,1.0,1.1,2.0,0.067,,-0.7,-0.8,-1.5,0.2
6,Bradley Beal,30,30,979,14.8,0.579,0.313,0.206,3.1,11.3,7.4,20.8,1.3,0.7,13.4,24.0,,0.7,0.8,1.5,0.074,,-0.9,-1.5,-2.3,-0.1
7,Josh Okogie,25,52,898,11.8,0.548,0.458,0.505,9.2,9.0,9.1,8.4,2.4,2.2,12.0,12.8,,0.9,1.0,1.9,0.1,,-1.5,0.8,-0.7,0.3
8,Drew Eubanks,26,52,826,14.9,0.662,0.016,0.387,10.1,19.4,15.0,7.8,1.2,4.8,18.4,13.9,,1.1,1.1,2.2,0.126,,-2.0,0.7,-1.3,0.2
9,Keita Bates-Diop,28,39,597,11.2,0.525,0.427,0.24,6.1,12.8,9.6,7.3,1.8,2.9,7.3,12.9,,0.4,0.7,1.1,0.085,,-1.5,0.2,-1.3,0.1
10,Jordan Goodwin,25,40,558,12.4,0.481,0.415,0.15,8.7,14.8,11.9,18.7,2.0,1.4,12.4,18.2,,0.2,0.6,0.8,0.068,,-1.3,0.3,-1.0,0.1
11,Chimezie Metu,26,37,447,13.9,0.621,0.392,0.331,6.5,20.7,14.0,5.8,2.1,1.8,15.3,17.0,,0.4,0.6,1.0,0.103,,-1.6,0.2,-1.4,0.1
12,Nassir Little,23,34,426,9.8,0.579,0.561,0.187,4.0,14.4,9.5,5.8,1.1,2.1,10.1,13.1,,0.3,0.4,0.7,0.076,,-2.5,-0.4,-2.9,-0.1
13,Yuta Watanabe,29,29,382,5.4,0.502,0.773,0.155,3.5,9.6,6.7,3.3,1.1,1.6,13.4,13.5,,-0.3,0.3,0.0,0.002,,-4.7,-1.4,-6.1,-0.4
14,Bol Bol,24,20,208,21.2,0.708,0.264,0.111,11.0,24.3,18.0,7.3,1.2,5.9,11.7,17.8,,0.5,0.3,0.8,0.188,,1.8,1.0,2.8,0.3
15,Royce O'Neale,30,6,149,14.8,0.551,0.778,0.111,4.1,23.1,14.1,14.1,3.6,1.8,7.8,14.8,,0.2,0.3,0.4,0.137,,0.1,2.8,3.0,0.2
16,Saben Lee,24,15,116,17.4,0.546,0.294,0.912,6.3,15.7,11.3,20.4,2.9,2.3,12.8,20.3,,0.2,0.2,0.3,0.136,,-0.5,1.6,1.0,0.1
17,Udoka Azubuike,24,14,107,13.6,0.652,0.0,0.5,12.4,21.1,17.0,3.8,0.5,4.9,13.0,12.4,,0.1,0.1,0.3,0.12,,-2.5,0.0,-2.5,0.0
18,Thaddeus Young,35,1,19,9.8,0.333,0.0,0.0,38.2,11.3,23.9,0.0,2.6,0.0,25.0,9.1,,0.0,0.0,0.0,0.093,,-5.5,-3.6,-9.1,0.0
19,David Roddy,22,3,12,9.0,0.833,0.667,0.0,0.0,17.9,9.5,0.0,0.0,0.0,25.0,14.4,,0.0,0.0,0.0,0.026,,-2.8,-1.6,-4.4,0.0
20,Théo Maledon,22,3,12,-5.5,0.579,0.0,1.0,0.0,9.0,4.7,0.0,0.0,0.0,41.0,26.3,,-0.1,0.0,-0.1,-0.24,,-16.7,-5.3,-22.0,-0.1
