Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Kevin Durant,35.0,51,51.0,1892,517,976,0.53,113,267,0.423,404,709,0.57,0.588,279,323,0.864,27,313,340,288,47,67,165,95,1426
2.0,Grayson Allen,28.0,52,52.0,1723,225,443,0.508,134,276,0.486,91,167,0.545,0.659,93,105,0.886,35,171,206,164,44,34,69,113,677
3.0,Devin Booker,27.0,48,48.0,1711,460,927,0.496,102,275,0.371,358,652,0.549,0.551,296,338,0.876,34,186,220,334,45,19,123,142,1318
4.0,Jusuf Nurkić,29.0,54,54.0,1473,246,475,0.518,21,84,0.25,225,391,0.575,0.54,125,182,0.687,142,415,557,203,55,54,112,180,638
5.0,Eric Gordon,35.0,49,24.0,1460,223,488,0.457,121,311,0.389,102,177,0.576,0.581,44,54,0.815,14,89,103,109,47,25,62,62,611
6.0,Bradley Beal,30.0,30,30.0,979,214,432,0.495,49,135,0.363,165,297,0.556,0.552,69,89,0.775,25,103,128,135,27,8,73,78,546
7.0,Josh Okogie,25.0,52,11.0,898,80,192,0.417,26,88,0.295,54,104,0.519,0.484,71,97,0.732,68,75,143,60,45,22,32,64,257
8.0,Drew Eubanks,26.0,52,4.0,826,116,186,0.624,3,3,1.0,113,183,0.617,0.632,53,72,0.736,69,149,218,48,21,45,49,84,288
9.0,Keita Bates-Diop,28.0,39,8.0,597,64,150,0.427,20,64,0.313,44,86,0.512,0.493,26,36,0.722,30,71,101,34,22,20,13,33,174
10.0,Jordan Goodwin,25.0,40,0.0,558,75,193,0.389,23,80,0.288,52,113,0.46,0.448,25,29,0.862,40,77,117,78,23,9,29,43,198
11.0,Chimezie Metu,26.0,37,5.0,447,66,130,0.508,15,51,0.294,51,79,0.646,0.565,38,43,0.884,24,86,110,19,19,9,27,39,185
12.0,Nassir Little,23.0,34,2.0,426,49,107,0.458,19,60,0.317,30,47,0.638,0.547,17,20,0.85,14,57,71,19,10,10,13,37,134
13.0,Yuta Watanabe,29.0,29,0.0,382,35,97,0.361,24,75,0.32,11,22,0.5,0.485,10,15,0.667,11,34,45,10,9,7,16,34,104
14.0,Bol Bol,24.0,20,0.0,208,47,72,0.653,7,19,0.368,40,53,0.755,0.701,6,8,0.75,19,47,66,10,5,14,10,22,107
15.0,Royce O'Neale,30.0,6,1.0,149,18,45,0.4,14,35,0.4,4,10,0.4,0.556,2,5,0.4,5,32,37,16,11,3,4,13,52
16.0,Saben Lee,24.0,15,0.0,116,14,34,0.412,1,10,0.1,13,24,0.542,0.426,23,31,0.742,6,17,23,18,7,3,7,6,52
17.0,Udoka Azubuike,24.0,14,0.0,107,16,22,0.727,0,0,,16,22,0.727,0.727,3,11,0.273,11,21,32,3,1,6,4,17,35
18.0,Thaddeus Young,35.0,1,0.0,19,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,6,2,8,0,1,0,1,4,2
19.0,David Roddy,22.0,3,0.0,12,2,3,0.667,1,2,0.5,1,1,1.0,0.833,0,0,,0,2,2,0,0,0,1,1,5
20.0,Théo Maledon,22.0,3,0.0,12,1,3,0.333,0,0,,1,3,0.333,0.333,3,3,1.0,0,1,1,0,0,0,3,3,5
,,,58,,13995,2469,4978,0.496,693,1835,0.378,1776,3143,0.565,0.566,1183,1461,0.81,580,1948,2528,1548,439,355,860,1070,6814
