Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kevin Durant,35,51,51,1892,9.8,18.6,0.53,2.2,5.1,0.423,7.7,13.5,0.57,5.3,6.1,0.864,0.5,6.0,6.5,5.5,0.9,1.3,3.1,1.8,27.1
2,Grayson Allen,28,52,52,1723,4.7,9.3,0.508,2.8,5.8,0.486,1.9,3.5,0.545,1.9,2.2,0.886,0.7,3.6,4.3,3.4,0.9,0.7,1.4,2.4,14.1
3,Devin Booker,27,48,48,1711,9.7,19.5,0.496,2.1,5.8,0.371,7.5,13.7,0.549,6.2,7.1,0.876,0.7,3.9,4.6,7.0,0.9,0.4,2.6,3.0,27.7
4,Jusuf Nurkić,29,54,54,1473,6.0,11.6,0.518,0.5,2.1,0.25,5.5,9.6,0.575,3.1,4.4,0.687,3.5,10.1,13.6,5.0,1.3,1.3,2.7,4.4,15.6
5,Eric Gordon,35,49,24,1460,5.5,12.0,0.457,3.0,7.7,0.389,2.5,4.4,0.576,1.1,1.3,0.815,0.3,2.2,2.5,2.7,1.2,0.6,1.5,1.5,15.1
6,Bradley Beal,30,30,30,979,7.9,15.9,0.495,1.8,5.0,0.363,6.1,10.9,0.556,2.5,3.3,0.775,0.9,3.8,4.7,5.0,1.0,0.3,2.7,2.9,20.1
7,Josh Okogie,25,52,11,898,3.2,7.7,0.417,1.0,3.5,0.295,2.2,4.2,0.519,2.8,3.9,0.732,2.7,3.0,5.7,2.4,1.8,0.9,1.3,2.6,10.3
8,Drew Eubanks,26,52,4,826,5.1,8.1,0.624,0.1,0.1,1.0,4.9,8.0,0.617,2.3,3.1,0.736,3.0,6.5,9.5,2.1,0.9,2.0,2.1,3.7,12.6
9,Keita Bates-Diop,28,39,8,597,3.9,9.0,0.427,1.2,3.9,0.313,2.7,5.2,0.512,1.6,2.2,0.722,1.8,4.3,6.1,2.1,1.3,1.2,0.8,2.0,10.5
10,Jordan Goodwin,25,40,0,558,4.8,12.5,0.389,1.5,5.2,0.288,3.4,7.3,0.46,1.6,1.9,0.862,2.6,5.0,7.5,5.0,1.5,0.6,1.9,2.8,12.8
11,Chimezie Metu,26,37,5,447,5.3,10.5,0.508,1.2,4.1,0.294,4.1,6.4,0.646,3.1,3.5,0.884,1.9,6.9,8.9,1.5,1.5,0.7,2.2,3.1,14.9
12,Nassir Little,23,34,2,426,4.1,9.0,0.458,1.6,5.1,0.317,2.5,4.0,0.638,1.4,1.7,0.85,1.2,4.8,6.0,1.6,0.8,0.8,1.1,3.1,11.3
13,Yuta Watanabe,29,29,0,382,3.3,9.1,0.361,2.3,7.1,0.32,1.0,2.1,0.5,0.9,1.4,0.667,1.0,3.2,4.2,0.9,0.8,0.7,1.5,3.2,9.8
14,Bol Bol,24,20,0,208,8.1,12.5,0.653,1.2,3.3,0.368,6.9,9.2,0.755,1.0,1.4,0.75,3.3,8.1,11.4,1.7,0.9,2.4,1.7,3.8,18.5
15,Royce O'Neale,30,6,1,149,4.3,10.9,0.4,3.4,8.5,0.4,1.0,2.4,0.4,0.5,1.2,0.4,1.2,7.7,8.9,3.9,2.7,0.7,1.0,3.1,12.6
16,Saben Lee,24,15,0,116,4.3,10.6,0.412,0.3,3.1,0.1,4.0,7.4,0.542,7.1,9.6,0.742,1.9,5.3,7.1,5.6,2.2,0.9,2.2,1.9,16.1
17,Udoka Azubuike,24,14,0,107,5.4,7.4,0.727,0.0,0.0,,5.4,7.4,0.727,1.0,3.7,0.273,3.7,7.1,10.8,1.0,0.3,2.0,1.3,5.7,11.8
18,Thaddeus Young,35,1,0,19,1.9,5.7,0.333,0.0,0.0,,1.9,5.7,0.333,0.0,0.0,,11.4,3.8,15.2,0.0,1.9,0.0,1.9,7.6,3.8
19,David Roddy,22,3,0,12,6.0,9.0,0.667,3.0,6.0,0.5,3.0,3.0,1.0,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,15.0
20,Théo Maledon,22,3,0,12,3.0,9.0,0.333,0.0,0.0,,3.0,9.0,0.333,9.0,9.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,9.0,15.0
