Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Lauri Markkanen,26.0,48,48.0,1577,380,775,0.49,156,387,0.403,224,388,0.577,0.591,206,232,0.888,109,301,410,97,41,23,63,89,1122
2.0,John Collins,26.0,54,52.0,1505,305,585,0.521,64,187,0.342,241,398,0.606,0.576,101,128,0.789,124,330,454,63,32,46,75,149,775
3.0,Jordan Clarkson,31.0,48,19.0,1454,295,710,0.415,82,273,0.3,213,437,0.487,0.473,159,181,0.878,45,119,164,237,26,6,131,69,831
4.0,Collin Sexton,25.0,58,35.0,1431,348,718,0.485,91,232,0.392,257,486,0.529,0.548,247,283,0.873,50,98,148,270,41,13,116,117,1034
5.0,Keyonte George,20.0,52,21.0,1308,196,503,0.39,97,282,0.344,99,221,0.448,0.486,117,143,0.818,14,133,147,226,26,5,107,60,606
6.0,Simone Fontecchio,28.0,50,34.0,1160,161,358,0.45,91,233,0.391,70,125,0.56,0.577,32,40,0.8,52,124,176,73,30,18,51,81,445
7.0,Walker Kessler,22.0,50,17.0,1159,185,285,0.649,4,19,0.211,181,266,0.68,0.656,44,79,0.557,126,241,367,44,25,136,52,109,418
8.0,Kelly Olynyk,32.0,50,8.0,1019,145,258,0.562,36,84,0.429,109,174,0.626,0.632,80,95,0.842,63,191,254,219,37,12,81,132,406
9.0,Ochai Agbaji,23.0,51,10.0,1003,106,249,0.426,47,142,0.331,59,107,0.551,0.52,15,20,0.75,35,91,126,47,27,29,34,66,274
10.0,Kris Dunn,29.0,50,27.0,909,113,232,0.487,33,81,0.407,80,151,0.53,0.558,17,25,0.68,37,107,144,203,54,22,64,94,276
11.0,Talen Horton-Tucker,23.0,36,11.0,726,136,331,0.411,41,124,0.331,95,207,0.459,0.473,61,78,0.782,17,71,88,141,35,11,54,69,374
12.0,Taylor Hendricks,20.0,19,2.0,302,38,92,0.413,17,56,0.304,21,36,0.583,0.505,7,9,0.778,21,40,61,9,11,10,15,27,100
13.0,Omer Yurtseven,25.0,31,6.0,274,41,84,0.488,4,16,0.25,37,68,0.544,0.512,7,13,0.538,37,73,110,13,4,11,24,36,93
14.0,Luka Šamanić,24.0,27,0.0,149,23,61,0.377,6,24,0.25,17,37,0.459,0.426,17,21,0.81,8,35,43,4,1,3,12,16,69
15.0,Brice Sensabaugh,20.0,8,0.0,44,8,19,0.421,3,8,0.375,5,11,0.455,0.5,1,1,1.0,1,6,7,3,1,0,3,3,20
16.0,Johnny Juzang,22.0,3,0.0,9,0,4,0.0,0,4,0.0,0,0,,0.0,0,0,,0,0,0,1,0,0,0,1,0
17.0,Kira Lewis Jr.,22.0,3,0.0,7,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,,1,0,1,3,1,0,0,0,2
18.0,Micah Potter,25.0,2,0.0,7,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,4,4,0,0,0,0,0,0
19.0,Jason Preston,24.0,1,0.0,1,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,0,0,1,0,0
,,,58,,14045,2481,5267,0.471,772,2154,0.358,1709,3113,0.549,0.544,1111,1348,0.824,741,1964,2705,1653,392,345,922,1118,6845
