Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Rk,Player,Age,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
1,Lauri Markkanen,26,48,1577,,,3%,55%,42%,1.8,9.6,22,20,54,13,88,8,241,14,39
2,John Collins,26,54,1505,,,21%,75%,4%,-7.0,-10.1,26,24,99,13,61,12,148,18,52
3,Jordan Clarkson,31,48,1454,,77%,19%,4%,,-4.6,-4.7,62,48,35,11,73,3,576,14,44
4,Collin Sexton,25,58,1431,16%,72%,9%,4%,,0.3,5.4,48,37,52,10,126,22,662,30,81
5,Keyonte George,20,52,1308,91%,9%,,,,-5.8,-6.5,69,24,18,6,66,18,536,14,37
6,Simone Fontecchio,28,50,1160,,,90%,10%,,-0.1,3.8,23,14,38,7,19,3,172,4,21
7,Walker Kessler,22,50,1159,,,,,100%,-0.7,2.7,14,14,67,19,38,3,116,11,23
8,Kelly Olynyk,32,50,1019,,,,39%,61%,-3.7,-2.1,42,18,65,11,37,8,503,12,10
9,Ochai Agbaji,23,51,1003,,12%,81%,6%,,-5.3,-4.5,14,8,37,6,12,2,119,5,21
10,Kris Dunn,29,50,909,70%,25%,5%,,,3.9,9.4,39,13,45,6,11,3,497,1,14
11,Talen Horton-Tucker,23,36,726,60%,26%,14%,,,-2.0,0.4,30,14,31,7,43,3,348,11,17
12,Taylor Hendricks,20,19,302,,,,,,1.1,3.9,4,2,14,3,4,0,20,2,4
13,Omer Yurtseven,25,31,274,,,,,100%,-15.1,-14.1,4,9,18,10,6,0,30,3,6
14,Luka Šamanić,24,27,149,,,8%,78%,14%,6.0,8.8,4,4,10,1,10,1,8,3,6
15,Brice Sensabaugh,20,8,44,,5%,90%,5%,,-3.0,-0.6,0,1,0,1,1,2,8,1,0
16,Johnny Juzang,22,3,9,,30%,20%,51%,,-17.6,-15.3,0,0,0,0,0,0,2,0,0
17,Kira Lewis Jr.,22,3,7,35%,65%,,,,21.4,23.8,0,0,0,0,0,0,8,0,0
18,Micah Potter,25,2,7,,,,40%,60%,-100.0,-97.9,0,0,0,0,0,0,0,0,0
19,Jason Preston,24,1,1,,100%,,,,0.0,2.4,1,0,0,0,0,0,0,0,0
