Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Lauri Markkanen,26,48,48,1577,8.7,17.7,0.49,3.6,8.8,0.403,5.1,8.9,0.577,4.7,5.3,0.888,2.5,6.9,9.4,2.2,0.9,0.5,1.4,2.0,25.6
2,John Collins,26,54,52,1505,7.3,14.0,0.521,1.5,4.5,0.342,5.8,9.5,0.606,2.4,3.1,0.789,3.0,7.9,10.9,1.5,0.8,1.1,1.8,3.6,18.5
3,Jordan Clarkson,31,48,19,1454,7.3,17.6,0.415,2.0,6.8,0.3,5.3,10.8,0.487,3.9,4.5,0.878,1.1,2.9,4.1,5.9,0.6,0.1,3.2,1.7,20.6
4,Collin Sexton,25,58,35,1431,8.8,18.1,0.485,2.3,5.8,0.392,6.5,12.2,0.529,6.2,7.1,0.873,1.3,2.5,3.7,6.8,1.0,0.3,2.9,2.9,26.0
5,Keyonte George,20,52,21,1308,5.4,13.8,0.39,2.7,7.8,0.344,2.7,6.1,0.448,3.2,3.9,0.818,0.4,3.7,4.0,6.2,0.7,0.1,2.9,1.7,16.7
6,Simone Fontecchio,28,50,34,1160,5.0,11.1,0.45,2.8,7.2,0.391,2.2,3.9,0.56,1.0,1.2,0.8,1.6,3.8,5.5,2.3,0.9,0.6,1.6,2.5,13.8
7,Walker Kessler,22,50,17,1159,5.7,8.9,0.649,0.1,0.6,0.211,5.6,8.3,0.68,1.4,2.5,0.557,3.9,7.5,11.4,1.4,0.8,4.2,1.6,3.4,13.0
8,Kelly Olynyk,32,50,8,1019,5.1,9.1,0.562,1.3,3.0,0.429,3.9,6.1,0.626,2.8,3.4,0.842,2.2,6.7,9.0,7.7,1.3,0.4,2.9,4.7,14.3
9,Ochai Agbaji,23,51,10,1003,3.8,8.9,0.426,1.7,5.1,0.331,2.1,3.8,0.551,0.5,0.7,0.75,1.3,3.3,4.5,1.7,1.0,1.0,1.2,2.4,9.8
10,Kris Dunn,29,50,27,909,4.5,9.2,0.487,1.3,3.2,0.407,3.2,6.0,0.53,0.7,1.0,0.68,1.5,4.2,5.7,8.0,2.1,0.9,2.5,3.7,10.9
11,Talen Horton-Tucker,23,36,11,726,6.7,16.4,0.411,2.0,6.1,0.331,4.7,10.3,0.459,3.0,3.9,0.782,0.8,3.5,4.4,7.0,1.7,0.5,2.7,3.4,18.5
12,Taylor Hendricks,20,19,2,302,4.5,11.0,0.413,2.0,6.7,0.304,2.5,4.3,0.583,0.8,1.1,0.778,2.5,4.8,7.3,1.1,1.3,1.2,1.8,3.2,11.9
13,Omer Yurtseven,25,31,6,274,5.4,11.0,0.488,0.5,2.1,0.25,4.9,8.9,0.544,0.9,1.7,0.538,4.9,9.6,14.5,1.7,0.5,1.4,3.2,4.7,12.2
14,Luka Šamanić,24,27,0,149,5.6,14.7,0.377,1.4,5.8,0.25,4.1,8.9,0.459,4.1,5.1,0.81,1.9,8.5,10.4,1.0,0.2,0.7,2.9,3.9,16.7
15,Brice Sensabaugh,20,8,0,44,6.5,15.5,0.421,2.5,6.5,0.375,4.1,9.0,0.455,0.8,0.8,1.0,0.8,4.9,5.7,2.5,0.8,0.0,2.5,2.5,16.4
16,Johnny Juzang,22,3,0,9,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0
17,Kira Lewis Jr.,22,3,0,7,5.1,10.3,0.5,0.0,5.1,0.0,5.1,5.1,1.0,0.0,0.0,,5.1,0.0,5.1,15.4,5.1,0.0,0.0,0.0,10.3
18,Micah Potter,25,2,0,7,0.0,5.1,0.0,0.0,5.1,0.0,0.0,0.0,,0.0,0.0,,0.0,20.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0
19,Jason Preston,24,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,36.0,0.0,36.0,0.0,0.0,0.0,36.0,0.0,0.0
