Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,58.0,14045,2481,5267,0.471,772,2154,0.358,1709,3113,0.549,1111,1348,0.824,741,1964,2705,1653,392,345,922,1118,6845
Team/G,,242.2,42.8,90.8,0.471,13.3,37.1,0.358,29.5,53.7,0.549,19.2,23.2,0.824,12.8,33.9,46.6,28.5,6.8,5.9,15.9,19.3,118.0
Lg Rank,,2,15,8,19.0,11,9,23.0,17,19,13.0,5,11,3.0,2,8,3,7,26,6,30,17,9
Year/Year,,0.3%,0.6%,1.1%,-0.002,-0.2%,-1.7%,0.005,1.1%,3.2%,-0.011,2.3%,-2.5%,0.039,8.2%,-0.6%,1.7%,9.8%,10.8%,13.7%,3.5%,-5.9%,0.8%
Opponent,58.0,14045,2580,5345,0.483,841,2148,0.392,1739,3197,0.544,983,1278,0.769,632,1802,2434,1716,499,375,724,1156,6984
Opponent/G,,242.2,44.5,92.2,0.483,14.5,37.0,0.392,30.0,55.1,0.544,16.9,22.0,0.769,10.9,31.1,42.0,29.6,8.6,6.5,12.5,19.9,120.4
Lg Rank,,2,26,26,21.0,30,25,29.0,20,21,15.0,8,10,8.0,21,5,6,29,29,30,25,9,25
Year/Year,,0.3%,2.6%,0.6%,0.01,16.2%,7.3%,0.03,-2.9%,-3.5%,0.003,-10.0%,-9.2%,-0.007,-2.8%,-3.6%,-3.4%,18.5%,10.4%,30.9%,-0.6%,-2.7%,2.0%
