Rk,Unnamed: 1,Salary
1,John Collins,"$25,340,000"
2,Jordan Clarkson,"$23,487,629"
3,Collin Sexton,"$17,325,000"
4,Lauri Markkanen,"$17,259,999"
5,Talen Horton-Tucker,"$11,020,000"
6,Otto Porter Jr.,"$6,300,000"
7,Kira Lewis Jr.,"$5,722,116"
8,Taylor Hendricks,"$5,569,920"
9,Keyonte George,"$3,889,800"
10,Walker Kessler,"$2,831,160"
11,Omer Yurtseven,"$2,800,000"
12,Kris Dunn,"$2,586,665"
13,Brice Sensabaugh,"$2,448,600"
14,Luka Šamanić,"$2,066,585"
15,Kevin Knox,"$1,845,593"
