Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 14_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 21_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 24_level_0,Dunks,Dunks,Unnamed: 27_level_0,Corner 3s,Corner 3s,Unnamed: 30_level_0,Heaves,Heaves
Rk,Player,Age,G,MP,FG%,Dist.,Unnamed: 7_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 14_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 21_level_1,2P,3P,Unnamed: 24_level_1,%FGA,#,Unnamed: 27_level_1,%3PA,3P%,Unnamed: 30_level_1,Att.,#
1,Shai Gilgeous-Alexander,25,56,1932,0.548,10.8,,0.833,0.264,0.239,0.258,0.073,0.167,,0.582,0.753,0.489,0.512,0.512,0.38,,0.241,0.352,,0.03,32,,0.07,0.538,,0,0
2,Chet Holmgren,21,57,1713,0.544,12.9,,0.634,0.285,0.214,0.097,0.037,0.366,,0.625,0.751,0.586,0.455,0.32,0.403,,0.653,0.98,,0.145,90,,0.113,0.286,,2,0
3,Jalen Williams,22,51,1630,0.541,11.6,,0.757,0.266,0.261,0.155,0.075,0.243,,0.57,0.733,0.457,0.523,0.491,0.45,,0.408,0.74,,0.081,50,,0.117,0.5,,0,0
4,Luguentz Dort,24,55,1566,0.447,16.8,,0.409,0.23,0.102,0.046,0.031,0.591,,0.508,0.606,0.391,0.476,0.214,0.404,,0.638,0.991,,0.044,18,,0.311,0.398,,0,0
5,Josh Giddey,21,56,1388,0.447,10.8,,0.717,0.271,0.353,0.068,0.026,0.283,,0.494,0.613,0.401,0.513,0.467,0.327,,0.542,0.962,,0.007,4,,0.383,0.355,,0,0
6,Cason Wallace,20,57,1180,0.508,16.2,,0.448,0.219,0.118,0.054,0.057,0.552,,0.617,0.785,0.457,0.5,0.412,0.421,,0.695,1.0,,0.051,12,,0.555,0.473,,0,0
7,Isaiah Joe,24,53,985,0.47,21.3,,0.267,0.097,0.039,0.07,0.061,0.733,,0.591,0.813,0.462,0.478,0.45,0.426,,0.75,0.971,,0.045,13,,0.219,0.453,,1,0
8,Aaron Wiggins,25,54,775,0.58,11.4,,0.621,0.451,0.125,0.031,0.013,0.379,,0.619,0.653,0.643,0.286,0.0,0.518,,0.698,0.955,,0.036,5,,0.447,0.474,,0,0
9,Kenrich Williams,29,46,676,0.466,15.5,,0.466,0.281,0.124,0.017,0.045,0.534,,0.53,0.62,0.409,0.667,0.25,0.411,,0.795,0.974,,0.034,5,,0.263,0.4,,0,0
10,Jaylin Williams,21,48,597,0.389,18.1,,0.357,0.159,0.134,0.045,0.019,0.643,,0.446,0.52,0.381,0.286,0.667,0.356,,0.76,1.0,,0.025,3,,0.257,0.346,,0,0
11,Vasilije Micić,30,30,361,0.407,16.1,,0.505,0.198,0.176,0.066,0.066,0.495,,0.565,0.944,0.25,0.5,0.333,0.244,,0.577,0.818,,0.011,1,,0.133,0.0,,0,0
12,Ousmane Dieng,20,29,326,0.426,18.1,,0.366,0.188,0.099,0.04,0.04,0.634,,0.622,0.842,0.2,0.5,0.75,0.313,,0.913,1.0,,0.119,12,,0.328,0.524,,0,0
13,Lindy Waters III,26,24,170,0.442,24.0,,0.077,0.038,0.0,0.0,0.038,0.923,,0.5,1.0,,,0.0,0.438,,1.0,0.952,,0.019,1,,0.271,0.615,,0,0
14,Tre Mann,22,13,119,0.5,16.2,,0.525,0.25,0.1,0.075,0.1,0.475,,0.571,0.6,0.5,0.333,0.75,0.421,,0.333,0.75,,0.0,0,,0.158,0.667,,0,0
15,Dāvis Bertāns,31,15,91,0.385,23.8,,0.077,0.038,0.0,0.038,0.0,0.923,,0.0,0.0,,0.0,,0.417,,,0.9,,0.0,0,,0.375,0.333,,0,0
16,Olivier Sarr,24,13,90,0.556,9.3,,0.667,0.556,0.111,0.0,0.0,0.333,,0.667,0.8,0.0,,,0.333,,0.875,1.0,,0.278,5,,0.5,0.667,,0,0
17,Keyontae Johnson,23,8,64,0.286,8.6,,0.786,0.357,0.357,0.071,0.0,0.214,,0.273,0.2,0.2,1.0,,0.333,,0.667,1.0,,0.071,1,,0.333,1.0,,0,0
18,Aleksej Pokusevski,22,10,60,0.25,19.3,,0.313,0.063,0.188,0.0,0.063,0.688,,0.4,1.0,0.333,,0.0,0.182,,0.5,1.0,,0.0,0,,0.455,0.0,,0,0
19,Gordon Hayward,33,3,40,0.25,7.0,,1.0,0.25,0.583,0.083,0.083,0.0,,0.25,0.333,0.286,0.0,0.0,,,0.667,,,0.083,1,,,,,0,0
20,Bismack Biyombo,31,1,8,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0
21,Adam Flagler,24,1,6,0.0,26.6,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,0.0,,,,,0.0,0,,0.0,,,0,0
