Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Shai Gilgeous-Alexander,25.0,56,56.0,1932,615,1122,0.548,71,187,0.38,544,935,0.582,0.58,445,504,0.883,48,261,309,370,120,51,121,140,1746
2.0,Chet Holmgren,21.0,57,57.0,1713,368,677,0.544,100,248,0.403,268,429,0.625,0.617,138,179,0.771,90,347,437,154,39,151,96,146,974
3.0,Jalen Williams,22.0,51,51.0,1630,381,704,0.541,77,171,0.45,304,533,0.57,0.596,133,166,0.801,26,179,205,237,50,26,87,137,972
4.0,Luguentz Dort,24.0,55,55.0,1566,202,452,0.447,108,267,0.404,94,185,0.508,0.566,85,104,0.817,59,149,208,74,49,39,49,166,597
5.0,Josh Giddey,21.0,56,56.0,1388,256,573,0.447,53,162,0.327,203,411,0.494,0.493,68,82,0.829,77,268,345,249,38,31,111,71,633
6.0,Cason Wallace,20.0,57,9.0,1180,151,297,0.508,69,164,0.421,82,133,0.617,0.625,22,26,0.846,36,92,128,77,41,25,26,94,393
7.0,Isaiah Joe,24.0,53,0.0,985,155,330,0.47,103,242,0.426,52,88,0.591,0.626,33,39,0.846,20,104,124,62,34,14,32,65,446
8.0,Aaron Wiggins,25.0,54,0.0,775,130,224,0.58,44,85,0.518,86,139,0.619,0.679,31,40,0.775,38,88,126,49,28,7,33,64,335
9.0,Kenrich Williams,29.0,46,1.0,676,83,178,0.466,39,95,0.411,44,83,0.53,0.576,3,10,0.3,34,94,128,56,25,6,17,66,208
10.0,Jaylin Williams,21.0,48,0.0,597,61,157,0.389,36,101,0.356,25,56,0.446,0.503,22,27,0.815,26,130,156,65,19,17,19,67,180
11.0,Vasilije Micić,30.0,30,0.0,361,37,91,0.407,11,45,0.244,26,46,0.565,0.467,14,19,0.737,1,23,24,76,9,3,29,22,99
12.0,Ousmane Dieng,20.0,29,0.0,326,43,101,0.426,20,64,0.313,23,37,0.622,0.525,14,16,0.875,10,39,49,31,5,3,16,19,120
13.0,Lindy Waters III,26.0,24,0.0,170,23,52,0.442,21,48,0.438,2,4,0.5,0.644,0,0,,1,22,23,12,1,4,4,17,67
14.0,Tre Mann,22.0,13,0.0,119,20,40,0.5,8,19,0.421,12,21,0.571,0.6,1,1,1.0,4,20,24,20,3,0,9,3,49
15.0,Dāvis Bertāns,31.0,15,0.0,91,10,26,0.385,10,24,0.417,0,2,0.0,0.577,14,15,0.933,2,8,10,9,3,3,1,10,44
16.0,Olivier Sarr,24.0,13,0.0,90,10,18,0.556,2,6,0.333,8,12,0.667,0.611,9,13,0.692,10,25,35,2,0,6,3,17,31
17.0,Keyontae Johnson,23.0,8,0.0,64,4,14,0.286,1,3,0.333,3,11,0.273,0.321,0,0,,3,6,9,4,0,0,4,5,9
18.0,Aleksej Pokusevski,22.0,10,0.0,60,4,16,0.25,2,11,0.182,2,5,0.4,0.313,2,4,0.5,2,8,10,5,1,1,3,5,12
19.0,Gordon Hayward,33.0,3,0.0,40,3,12,0.25,0,0,,3,12,0.25,0.25,2,2,1.0,3,11,14,3,0,0,1,0,8
20.0,Bismack Biyombo,31.0,1,0.0,8,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,1,1,1,0
21.0,Adam Flagler,24.0,1,0.0,6,0,3,0.0,0,3,0.0,0,0,,0.0,0,0,,0,0,0,1,0,0,0,0,0
,,,57,,13780,2556,5087,0.502,775,1945,0.398,1781,3142,0.567,0.579,1036,1247,0.831,490,1875,2365,1556,465,388,717,1115,6923
