Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1,Shai Gilgeous-Alexander,25,56,56,1932,15.3,27.9,0.548,1.8,4.7,0.38,13.5,23.3,0.582,11.1,12.5,0.883,1.2,6.5,7.7,9.2,3.0,1.3,3.0,3.5,43.4,,132,110
2,Chet Holmgren,21,57,57,1713,10.3,19.0,0.544,2.8,7.0,0.403,7.5,12.0,0.625,3.9,5.0,0.771,2.5,9.7,12.3,4.3,1.1,4.2,2.7,4.1,27.3,,123,109
3,Jalen Williams,22,51,51,1630,11.2,20.8,0.541,2.3,5.0,0.45,9.0,15.7,0.57,3.9,4.9,0.801,0.8,5.3,6.0,7.0,1.5,0.8,2.6,4.0,28.7,,123,115
4,Luguentz Dort,24,55,55,1566,6.2,13.9,0.447,3.3,8.2,0.404,2.9,5.7,0.508,2.6,3.2,0.817,1.8,4.6,6.4,2.3,1.5,1.2,1.5,5.1,18.3,,119,115
5,Josh Giddey,21,56,56,1388,8.9,19.8,0.447,1.8,5.6,0.327,7.0,14.2,0.494,2.4,2.8,0.829,2.7,9.3,11.9,8.6,1.3,1.1,3.8,2.5,21.9,,108,112
6,Cason Wallace,20,57,9,1180,6.2,12.1,0.508,2.8,6.7,0.421,3.3,5.4,0.617,0.9,1.1,0.846,1.5,3.7,5.2,3.1,1.7,1.0,1.1,3.8,16.0,,127,115
7,Isaiah Joe,24,53,0,985,7.6,16.1,0.47,5.0,11.8,0.426,2.5,4.3,0.591,1.6,1.9,0.846,1.0,5.1,6.1,3.0,1.7,0.7,1.6,3.2,21.8,,122,115
8,Aaron Wiggins,25,54,0,775,8.1,13.9,0.58,2.7,5.3,0.518,5.3,8.6,0.619,1.9,2.5,0.775,2.4,5.5,7.8,3.0,1.7,0.4,2.0,4.0,20.8,,129,114
9,Kenrich Williams,29,46,1,676,5.9,12.7,0.466,2.8,6.8,0.411,3.1,5.9,0.53,0.2,0.7,0.3,2.4,6.7,9.1,4.0,1.8,0.4,1.2,4.7,14.8,,121,113
10,Jaylin Williams,21,48,0,597,4.9,12.6,0.389,2.9,8.1,0.356,2.0,4.5,0.446,1.8,2.2,0.815,2.1,10.5,12.6,5.2,1.5,1.4,1.5,5.4,14.5,,117,110
11,Vasilije Micić,30,30,0,361,4.9,12.1,0.407,1.5,6.0,0.244,3.5,6.1,0.565,1.9,2.5,0.737,0.1,3.1,3.2,10.1,1.2,0.4,3.9,2.9,13.2,,102,118
12,Ousmane Dieng,20,29,0,326,6.3,14.9,0.426,2.9,9.4,0.313,3.4,5.5,0.622,2.1,2.4,0.875,1.5,5.7,7.2,4.6,0.7,0.4,2.4,2.8,17.7,,110,117
13,Lindy Waters III,26,24,0,170,6.5,14.7,0.442,5.9,13.6,0.438,0.6,1.1,0.5,0.0,0.0,,0.3,6.2,6.5,3.4,0.3,1.1,1.1,4.8,18.9,,124,116
14,Tre Mann,22,13,0,119,8.1,16.2,0.5,3.2,7.7,0.421,4.8,8.5,0.571,0.4,0.4,1.0,1.6,8.1,9.7,8.1,1.2,0.0,3.6,1.2,19.8,,115,114
15,Dāvis Bertāns,31,15,0,91,5.3,13.7,0.385,5.3,12.7,0.417,0.0,1.1,0.0,7.4,7.9,0.933,1.1,4.2,5.3,4.8,1.6,1.6,0.5,5.3,23.2,,146,114
16,Olivier Sarr,24,13,0,90,5.3,9.6,0.556,1.1,3.2,0.333,4.3,6.4,0.667,4.8,6.9,0.692,5.3,13.4,18.7,1.1,0.0,3.2,1.6,9.1,16.6,,134,109
17,Keyontae Johnson,23,8,0,64,3.0,10.5,0.286,0.8,2.3,0.333,2.3,8.3,0.273,0.0,0.0,,2.3,4.5,6.8,3.0,0.0,0.0,3.0,3.8,6.8,,73,120
18,Aleksej Pokusevski,22,10,0,60,3.2,12.8,0.25,1.6,8.8,0.182,1.6,4.0,0.4,1.6,3.2,0.5,1.6,6.4,8.0,4.0,0.8,0.8,2.4,4.0,9.6,,79,115
19,Gordon Hayward,33,3,0,40,3.6,14.4,0.25,0.0,0.0,,3.6,14.4,0.25,2.4,2.4,1.0,3.6,13.2,16.8,3.6,0.0,0.0,1.2,0.0,9.6,,87,113
20,Bismack Biyombo,31,1,0,8,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,,0,112
21,Adam Flagler,24,1,0,6,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,24,123
