Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,57.0,13780,2556,5087,0.502,775,1945,0.398,1781,3142,0.567,1036,1247,0.831,490,1875,2365,1556,465,388,717,1115,6923
Team/G,,241.8,44.8,89.2,0.502,13.6,34.1,0.398,31.2,55.1,0.567,18.2,21.9,0.831,8.6,32.9,41.5,27.3,8.2,6.8,12.6,19.6,121.5
Lg Rank,,13,2,17,2.0,10,16,1.0,4,15,6.0,12,18,1.0,29,15,27,11,3,1,5,20,3
Year/Year,,-0.2%,4.1%,-3.6%,0.037,12.1%,0.0%,0.043,1.0%,-5.7%,0.037,-5.2%,-7.7%,0.022,-24.5%,2.0%,-4.9%,11.8%,-1.0%,63.7%,-3.5%,-6.9%,3.4%
Opponent,57.0,13780,2312,5128,0.451,770,2127,0.362,1542,3001,0.514,1065,1355,0.786,715,1858,2573,1526,394,294,893,1095,6459
Opponent/G,,241.8,40.6,90.0,0.451,13.5,37.3,0.362,27.1,52.6,0.514,18.7,23.8,0.786,12.5,32.6,45.1,26.8,6.9,5.2,15.7,19.2,113.3
Lg Rank,,13,3,19,3.0,25,26,13.0,2,8,2.0,23,24,18.0,30,13,25,17,10,18,1,16,13
Year/Year,,-0.2%,-3.2%,1.7%,-0.023,4.6%,3.5%,0.004,-6.7%,0.5%,-0.04,-4.9%,-6.7%,0.015,4.7%,-5.9%,-3.2%,3.3%,-0.9%,-6.8%,-6.6%,-6.0%,-2.6%
