Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,56.0,13515,2371,5010,0.473,629,1738,0.362,1742,3272,0.532,948,1227,0.773,622,1815,2437,1486,338,273,862,1231,6319
Team/G,,241.3,42.3,89.5,0.473,11.2,31.0,0.362,31.1,58.4,0.532,16.9,21.9,0.773,11.1,32.4,43.5,26.5,6.0,4.9,15.4,22.0,112.8
Lg Rank,,26,18,15,15.0,29,29,18.0,6,1,22.0,19,16,17.0,10,20,16,16,30,20,29,30,22
Year/Year,,-0.1%,7.0%,2.7%,0.019,-1.4%,-4.3%,0.011,10.4%,6.9%,0.017,-14.5%,-14.7%,0.002,-0.6%,3.7%,2.5%,15.5%,-13.8%,29.8%,2.0%,-0.6%,2.3%
Opponent,56.0,13515,2477,5010,0.494,669,1758,0.381,1808,3252,0.556,1206,1481,0.814,535,1850,2385,1504,491,345,676,1045,6829
Opponent/G,,241.3,44.2,89.5,0.494,11.9,31.4,0.381,32.3,58.1,0.556,21.5,26.4,0.814,9.6,33.0,42.6,26.9,8.8,6.2,12.1,18.7,121.9
Lg Rank,,26,25,17,25.0,7,3,24.0,28,27,22.0,30,30,30.0,4,15,10,18,30,27,29,21,27
Year/Year,,-0.1%,2.7%,1.6%,0.005,-0.4%,-5.8%,0.02,3.9%,6.1%,-0.012,5.8%,0.9%,0.038,-13.1%,-2.1%,-4.8%,4.3%,13.9%,11.5%,-10.7%,-10.9%,2.9%
