Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1,Cade Cunningham,22,46,1557,15.9,0.545,0.282,0.231,1.3,12.7,6.9,34.7,1.3,0.9,14.8,29.8,,0.3,0.6,0.8,0.026,,1.0,-1.9,-1.0,0.4
2,Jaden Ivey,21,52,1449,13.1,0.553,0.363,0.327,5.0,9.8,7.3,19.3,1.2,1.7,15.1,24.3,,0.1,0.5,0.6,0.021,,-1.0,-1.8,-2.8,-0.3
3,Ausar Thompson,21,56,1353,13.1,0.523,0.205,0.24,9.8,20.2,14.9,10.7,1.9,3.2,13.6,16.7,,0.2,1.2,1.4,0.051,,-2.8,0.4,-2.4,-0.1
4,Jalen Duren,20,41,1235,18.7,0.656,0.008,0.253,12.0,33.2,22.3,12.4,0.7,2.4,15.4,17.7,,2.2,1.0,3.3,0.126,,0.1,-0.1,0.0,0.6
5,Isaiah Stewart,22,35,1070,11.0,0.579,0.434,0.235,6.4,18.8,12.5,7.7,0.6,2.1,13.9,15.3,,0.5,0.5,0.9,0.042,,-1.9,-1.0,-2.9,-0.2
6,Killian Hayes,22,42,1008,10.4,0.474,0.261,0.177,1.2,12.3,6.6,26.7,1.7,1.6,14.3,14.9,,0.0,0.5,0.6,0.026,,-2.9,0.2,-2.7,-0.2
7,Bojan Bogdanović,34,28,921,13.9,0.6,0.487,0.245,1.5,10.1,5.7,11.7,1.2,0.4,11.8,24.4,,0.5,0.2,0.7,0.037,,0.3,-2.5,-2.2,0.0
8,Alec Burks,32,43,901,14.9,0.581,0.608,0.33,1.9,12.0,6.8,10.8,1.1,1.0,6.4,23.3,,1.4,0.3,1.6,0.087,,1.3,-1.8,-0.5,0.3
9,Marcus Sasser,23,50,813,14.0,0.585,0.448,0.129,0.9,9.9,5.3,26.6,1.6,0.8,13.2,19.6,,0.9,0.3,1.2,0.071,,0.0,-0.8,-0.8,0.2
10,Kevin Knox,24,31,560,9.8,0.57,0.505,0.118,3.5,11.7,7.5,5.7,1.1,1.0,10.1,16.4,,0.2,0.2,0.3,0.028,,-2.8,-1.9,-4.7,-0.4
11,James Wiseman,22,37,528,15.4,0.67,0.014,0.35,11.4,20.5,15.8,7.1,0.5,3.8,15.8,15.6,,0.8,0.3,1.1,0.1,,-2.2,-1.0,-3.2,-0.2
12,Marvin Bagley III,24,26,478,18.0,0.638,0.033,0.337,10.5,17.3,13.8,8.6,0.5,2.4,12.2,20.9,,0.9,0.2,1.0,0.105,,0.4,-1.6,-1.3,0.1
13,Isaiah Livers,25,23,469,5.1,0.46,0.664,0.155,3.5,8.1,5.7,6.7,1.3,0.9,11.4,12.6,,-0.3,0.1,-0.2,-0.02,,-5.0,-1.5,-6.6,-0.5
14,Stanley Umude,24,17,190,12.9,0.711,0.596,0.462,2.3,16.3,9.1,6.4,1.0,2.2,15.0,16.3,,0.3,0.1,0.4,0.103,,-0.3,-0.1,-0.3,0.1
15,Mike Muscala,32,13,171,8.8,0.492,0.773,0.091,6.4,12.8,9.5,7.4,0.8,2.4,4.2,11.8,,0.1,0.1,0.2,0.044,,-1.6,-0.6,-2.2,0.0
16,Joe Harris,32,16,170,4.6,0.489,0.769,0.051,1.9,6.8,4.3,7.4,0.8,1.0,9.1,10.9,,0.0,0.0,0.0,-0.004,,-4.8,-1.2,-5.9,-0.2
17,Simone Fontecchio,28,5,143,14.8,0.573,0.477,0.077,3.1,11.3,7.1,11.6,1.3,0.0,2.9,20.4,,0.2,0.0,0.2,0.078,,1.3,-0.5,0.8,0.1
18,Danilo Gallinari,35,6,90,23.1,0.799,0.545,1.091,2.4,15.3,8.7,17.9,1.1,1.8,3.0,15.7,,0.5,0.0,0.5,0.293,,5.9,1.0,6.9,0.2
19,Evan Fournier,31,4,86,14.4,0.656,0.594,0.219,2.5,17.4,9.8,5.0,2.2,1.0,14.6,20.1,,0.0,0.1,0.1,0.058,,0.4,0.4,0.8,0.1
20,Troy Brown Jr.,24,5,74,8.3,0.502,0.625,0.083,3.0,21.8,12.1,10.7,0.6,0.0,10.8,15.9,,0.0,0.0,0.0,0.005,,-3.0,-0.8,-3.8,0.0
21,Monte Morris,28,6,68,8.3,0.398,0.333,0.061,3.2,16.9,9.9,16.8,0.7,1.2,5.6,22.2,,-0.1,0.0,-0.1,-0.068,,-4.6,-2.3,-6.9,-0.1
22,Shake Milton,27,4,63,14.4,0.494,0.346,0.115,12.1,20.1,16.0,13.6,1.5,1.3,9.9,20.3,,0.0,0.0,0.1,0.042,,0.3,0.1,0.4,0.0
23,Jared Rhoden,24,6,42,10.1,0.631,0.364,0.182,2.6,11.0,6.7,13.0,0.0,4.0,20.2,14.9,,0.0,0.0,0.0,0.029,,-2.3,0.1,-2.2,0.0
24,Malachi Flynn,25,4,38,6.9,0.409,0.333,0.133,0.0,12.1,5.9,21.2,3.8,0.0,15.9,20.9,,-0.1,0.0,-0.1,-0.076,,-6.6,0.2,-6.4,0.0
25,Quentin Grimes,23,1,26,6.6,0.313,0.625,0.0,0.0,8.8,4.3,19.2,3.7,3.2,11.1,14.6,,-0.1,0.0,0.0,-0.052,,-5.2,0.6,-4.6,0.0
26,Tosan Evbuomwan,22,1,8,30.0,1.25,0.5,0.0,0.0,28.8,14.0,0.0,6.0,0.0,0.0,10.5,,0.0,0.0,0.0,0.283,,6.1,7.6,13.7,0.0
27,Malcolm Cazalon,22,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.017,,-6.0,-3.2,-9.2,0.0
