Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1,Cade Cunningham,22,46,46,1557,11.8,26.1,0.453,2.5,7.4,0.346,9.3,18.7,0.495,5.2,6.0,0.857,0.6,5.3,5.9,10.4,1.3,0.5,5.0,3.9,31.3,,108.0,122
2,Jaden Ivey,21,52,36,1449,9.2,20.4,0.448,2.7,7.4,0.36,6.5,13.0,0.499,4.9,6.7,0.729,2.2,4.1,6.2,6.3,1.2,1.0,4.2,4.8,25.9,,107.0,122
3,Ausar Thompson,21,56,31,1353,7.3,14.8,0.49,0.5,3.0,0.151,6.8,11.8,0.578,2.2,3.6,0.604,4.3,8.4,12.7,3.7,1.9,1.8,2.6,5.7,17.2,,108.0,117
4,Jalen Duren,20,41,40,1235,9.7,15.3,0.635,0.0,0.1,0.0,9.7,15.2,0.64,2.9,3.9,0.74,5.2,13.8,19.0,4.0,0.7,1.4,3.1,5.2,22.3,,124.0,118
5,Isaiah Stewart,22,35,34,1070,6.3,13.5,0.47,2.2,5.9,0.374,4.2,7.6,0.544,2.4,3.2,0.746,2.8,7.8,10.6,2.7,0.6,1.2,2.4,3.8,17.2,,112.0,121
6,Killian Hayes,22,42,31,1008,5.5,13.4,0.413,1.0,3.5,0.297,4.5,9.9,0.455,1.6,2.4,0.66,0.5,5.1,5.6,9.7,1.7,0.9,2.4,3.6,13.7,,107.0,120
7,Bojan Bogdanović,34,28,27,921,10.3,22.0,0.468,4.5,10.7,0.415,5.9,11.3,0.518,4.2,5.4,0.779,0.7,4.2,4.9,3.7,1.2,0.2,3.3,3.0,29.3,,111.0,123
8,Alec Burks,32,43,0,901,8.5,21.5,0.394,5.3,13.1,0.401,3.2,8.4,0.384,6.4,7.1,0.903,0.8,5.0,5.8,3.6,1.1,0.6,1.7,3.4,28.6,,119.0,122
9,Marcus Sasser,23,50,0,813,8.5,18.2,0.468,3.5,8.2,0.424,5.1,10.1,0.503,2.0,2.4,0.85,0.4,4.1,4.5,8.9,1.6,0.5,2.9,4.1,22.5,,117.0,122
10,Kevin Knox,24,31,11,560,7.3,15.9,0.462,2.6,8.0,0.33,4.7,7.9,0.598,1.7,1.9,0.909,1.5,4.9,6.4,2.0,1.1,0.6,1.9,4.3,19.0,,110.0,122
11,James Wiseman,22,37,0,528,8.6,12.9,0.664,0.0,0.2,0.0,8.6,12.8,0.674,2.8,4.5,0.62,5.0,8.5,13.5,2.4,0.5,2.2,2.8,6.9,20.0,,123.0,120
12,Marvin Bagley III,24,26,10,478,10.7,18.1,0.591,0.1,0.6,0.167,10.6,17.5,0.606,5.0,6.1,0.82,4.6,7.2,11.8,2.7,0.5,1.4,2.9,4.0,26.5,,122.0,121
13,Isaiah Livers,25,23,6,469,4.1,11.8,0.345,2.2,7.8,0.286,1.8,4.0,0.462,1.2,1.8,0.667,1.5,3.4,4.9,2.5,1.3,0.5,1.6,4.4,11.6,,97.0,123
14,Stanley Umude,24,17,0,190,6.3,13.1,0.481,4.3,7.8,0.548,2.0,5.3,0.381,5.5,6.0,0.917,1.0,6.8,7.8,2.3,1.0,1.3,2.8,7.0,22.4,,126.0,121
15,Mike Muscala,32,13,4,171,4.2,12.3,0.341,3.6,9.5,0.382,0.6,2.8,0.2,0.6,1.1,0.5,2.8,5.3,8.1,2.8,0.8,1.4,0.6,3.6,12.6,,115.0,122
