Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Cade Cunningham,22.0,46,46.0,1557,385,850,0.453,83,240,0.346,302,610,0.495,0.502,168,196,0.857,19,172,191,340,43,16,163,127,1021
2.0,Jaden Ivey,21.0,52,36.0,1449,278,620,0.448,81,225,0.36,197,395,0.499,0.514,148,203,0.729,66,123,189,192,36,30,126,147,785
3.0,Ausar Thompson,21.0,56,31.0,1353,206,420,0.49,13,86,0.151,193,334,0.578,0.506,61,101,0.604,121,238,359,105,55,52,73,160,486
4.0,Jalen Duren,20.0,41,40.0,1235,251,395,0.635,0,3,0.0,251,392,0.64,0.635,74,100,0.74,135,356,491,103,18,35,80,135,576
5.0,Isaiah Stewart,22.0,35,34.0,1070,142,302,0.47,49,131,0.374,93,171,0.544,0.551,53,71,0.746,63,175,238,61,13,27,54,86,386
6.0,Killian Hayes,22.0,42,31.0,1008,117,283,0.413,22,74,0.297,95,209,0.455,0.452,33,50,0.66,11,108,119,205,36,20,51,75,289
7.0,Bojan Bogdanović,34.0,28,27.0,921,199,425,0.468,86,207,0.415,113,218,0.518,0.569,81,104,0.779,13,81,94,71,23,4,63,57,565
8.0,Alec Burks,32.0,43,0.0,901,160,406,0.394,99,247,0.401,61,159,0.384,0.516,121,134,0.903,16,94,110,68,21,11,32,64,540
9.0,Marcus Sasser,23.0,50,0.0,813,145,310,0.468,59,139,0.424,86,171,0.503,0.563,34,40,0.85,7,70,77,151,27,8,50,70,383
10.0,Kevin Knox,24.0,31,11.0,560,86,186,0.462,31,94,0.33,55,92,0.598,0.546,20,22,0.909,18,57,75,23,13,7,22,50,223
11.0,James Wiseman,22.0,37,0.0,528,95,143,0.664,0,2,0.0,95,141,0.674,0.664,31,50,0.62,55,94,149,26,5,24,31,76,221
12.0,Marvin Bagley III,24.0,26,10.0,478,107,181,0.591,1,6,0.167,106,175,0.606,0.594,50,61,0.82,46,72,118,27,5,14,29,40,265
13.0,Isaiah Livers,25.0,23,6.0,469,40,116,0.345,22,77,0.286,18,39,0.462,0.44,12,18,0.667,15,33,48,25,13,5,16,43,114
14.0,Stanley Umude,24.0,17,0.0,190,25,52,0.481,17,31,0.548,8,21,0.381,0.644,22,24,0.917,4,27,31,9,4,5,11,28,89
15.0,Mike Muscala,32.0,13,4.0,171,15,44,0.341,13,34,0.382,2,10,0.2,0.489,2,4,0.5,10,19,29,10,3,5,2,13,45
16.0,Joe Harris,32.0,16,0.0,170,14,39,0.359,10,30,0.333,4,9,0.444,0.487,1,2,0.5,3,10,13,10,3,2,4,19,39
17.0,Simone Fontecchio,28.0,5,4.0,143,31,65,0.477,12,31,0.387,19,34,0.559,0.569,3,5,0.6,4,14,18,11,4,0,2,8,77
18.0,Danilo Gallinari,35.0,6,0.0,90,12,22,0.545,7,12,0.583,5,10,0.5,0.705,21,24,0.875,2,12,14,12,2,2,1,9,52
19.0,Evan Fournier,31.0,4,0.0,86,16,32,0.5,9,19,0.474,7,13,0.538,0.641,5,7,0.714,2,13,15,3,4,1,6,6,46
20.0,Troy Brown Jr.,24.0,5,0.0,74,9,24,0.375,5,15,0.333,4,9,0.444,0.479,2,2,1.0,2,14,16,6,1,0,3,5,25
21.0,Monte Morris,28.0,6,0.0,68,12,33,0.364,2,11,0.182,10,22,0.455,0.394,1,2,0.5,2,10,12,8,1,1,2,1,27
22.0,Shake Milton,27.0,4,0.0,63,11,26,0.423,3,9,0.333,8,17,0.471,0.481,2,3,0.667,7,11,18,6,2,1,3,3,27
23.0,Jared Rhoden,24.0,6,0.0,42,6,11,0.545,1,4,0.25,5,7,0.714,0.591,2,2,1.0,1,4,5,4,0,2,3,4,15
24.0,Malachi Flynn,25.0,4,0.0,38,5,15,0.333,2,5,0.4,3,10,0.3,0.4,1,2,0.5,0,4,4,6,3,0,3,3,13
25.0,Quentin Grimes,23.0,1,0.0,26,2,8,0.25,1,5,0.2,1,3,0.333,0.313,0,0,,0,2,2,4,2,1,1,1,5
26.0,Tosan Evbuomwan,22.0,1,0.0,8,2,2,1.0,1,1,1.0,1,1,1.0,1.25,0,0,,0,2,2,0,1,0,0,1,5
27.0,Malcolm Cazalon,22.0,1,0.0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
,,,56,,13515,2371,5010,0.473,629,1738,0.362,1742,3272,0.532,0.536,948,1227,0.773,622,1815,2437,1486,338,273,862,1231,6319
