Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 14_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 21_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 24_level_0,Dunks,Dunks,Unnamed: 27_level_0,Corner 3s,Corner 3s,Unnamed: 30_level_0,Heaves,Heaves
Rk,Player,Age,G,MP,FG%,Dist.,Unnamed: 7_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 14_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 21_level_1,2P,3P,Unnamed: 24_level_1,%FGA,#,Unnamed: 27_level_1,%3PA,3P%,Unnamed: 30_level_1,Att.,#
1,Cade Cunningham,22,46,1557,0.453,13.4,,0.718,0.194,0.254,0.158,0.112,0.282,,0.495,0.606,0.426,0.515,0.432,0.346,,0.255,0.747,,0.02,16,,0.113,0.333,,4,0
2,Jaden Ivey,21,52,1449,0.448,13.3,,0.637,0.256,0.237,0.118,0.026,0.363,,0.499,0.673,0.395,0.37,0.313,0.36,,0.426,0.877,,0.018,10,,0.262,0.39,,5,0
3,Ausar Thompson,21,56,1353,0.49,9.1,,0.795,0.4,0.295,0.048,0.052,0.205,,0.578,0.655,0.532,0.55,0.273,0.151,,0.658,0.923,,0.186,69,,0.57,0.163,,4,0
4,Jalen Duren,20,41,1235,0.635,3.8,,0.992,0.539,0.39,0.048,0.015,0.008,,0.64,0.737,0.565,0.368,0.0,0.0,,0.677,,,0.273,102,,0.0,,,0,0
5,Isaiah Stewart,22,35,1070,0.47,13.0,,0.566,0.328,0.202,0.023,0.013,0.434,,0.544,0.596,0.492,0.429,0.25,0.374,,0.699,1.0,,0.073,17,,0.351,0.37,,0,0
6,Killian Hayes,22,42,1008,0.413,14.7,,0.739,0.06,0.226,0.343,0.11,0.261,,0.455,0.706,0.469,0.423,0.387,0.297,,0.484,0.864,,0.018,5,,0.284,0.381,,0,0
7,Bojan Bogdanović,34,28,921,0.468,16.6,,0.513,0.111,0.2,0.141,0.061,0.487,,0.518,0.723,0.447,0.5,0.423,0.415,,0.584,0.86,,0.002,1,,0.232,0.438,,0,0
8,Alec Burks,32,43,901,0.394,19.2,,0.392,0.069,0.135,0.101,0.086,0.608,,0.384,0.536,0.273,0.463,0.343,0.401,,0.541,0.788,,0.0,0,,0.279,0.391,,0,0
9,Marcus Sasser,23,50,813,0.468,17.3,,0.552,0.097,0.184,0.148,0.123,0.448,,0.503,0.667,0.421,0.587,0.395,0.424,,0.372,0.678,,0.003,1,,0.129,0.444,,0,0
10,Kevin Knox,24,31,560,0.462,15.6,,0.495,0.188,0.194,0.081,0.032,0.505,,0.598,0.686,0.583,0.6,0.167,0.33,,0.782,0.968,,0.124,20,,0.372,0.343,,0,0
11,James Wiseman,22,37,528,0.664,4.6,,0.986,0.49,0.392,0.063,0.042,0.014,,0.674,0.814,0.554,0.556,0.333,0.0,,0.737,,,0.308,44,,0.0,,,1,0
