Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Cade Cunningham,22,46,46,33.8,8.4,18.5,0.453,1.8,5.2,0.346,6.6,13.3,0.495,0.502,3.7,4.3,0.857,0.4,3.7,4.2,7.4,0.9,0.3,3.5,2.8,22.2
2,Bojan Bogdanović,34,28,27,32.9,7.1,15.2,0.468,3.1,7.4,0.415,4.0,7.8,0.518,0.569,2.9,3.7,0.779,0.5,2.9,3.4,2.5,0.8,0.1,2.3,2.0,20.2
3,Isaiah Stewart,22,35,34,30.6,4.1,8.6,0.47,1.4,3.7,0.374,2.7,4.9,0.544,0.551,1.5,2.0,0.746,1.8,5.0,6.8,1.7,0.4,0.8,1.5,2.5,11.0
4,Jalen Duren,20,41,40,30.1,6.1,9.6,0.635,0.0,0.1,0.0,6.1,9.6,0.64,0.635,1.8,2.4,0.74,3.3,8.7,12.0,2.5,0.4,0.9,2.0,3.3,14.0
5,Simone Fontecchio,28,5,4,28.6,6.2,13.0,0.477,2.4,6.2,0.387,3.8,6.8,0.559,0.569,0.6,1.0,0.6,0.8,2.8,3.6,2.2,0.8,0.0,0.4,1.6,15.4
6,Jaden Ivey,21,52,36,27.9,5.3,11.9,0.448,1.6,4.3,0.36,3.8,7.6,0.499,0.514,2.8,3.9,0.729,1.3,2.4,3.6,3.7,0.7,0.6,2.4,2.8,15.1
7,Quentin Grimes,23,1,0,26.0,2.0,8.0,0.25,1.0,5.0,0.2,1.0,3.0,0.333,0.313,0.0,0.0,,0.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0
8,Ausar Thompson,21,56,31,24.2,3.7,7.5,0.49,0.2,1.5,0.151,3.4,6.0,0.578,0.506,1.1,1.8,0.604,2.2,4.3,6.4,1.9,1.0,0.9,1.3,2.9,8.7
9,Killian Hayes,22,42,31,24.0,2.8,6.7,0.413,0.5,1.8,0.297,2.3,5.0,0.455,0.452,0.8,1.2,0.66,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9
10,Evan Fournier,31,4,0,21.5,4.0,8.0,0.5,2.3,4.8,0.474,1.8,3.3,0.538,0.641,1.3,1.8,0.714,0.5,3.3,3.8,0.8,1.0,0.3,1.5,1.5,11.5
11,Alec Burks,32,43,0,21.0,3.7,9.4,0.394,2.3,5.7,0.401,1.4,3.7,0.384,0.516,2.8,3.1,0.903,0.4,2.2,2.6,1.6,0.5,0.3,0.7,1.5,12.6
12,Isaiah Livers,25,23,6,20.4,1.7,5.0,0.345,1.0,3.3,0.286,0.8,1.7,0.462,0.44,0.5,0.8,0.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5.0
13,Marvin Bagley III,24,26,10,18.4,4.1,7.0,0.591,0.0,0.2,0.167,4.1,6.7,0.606,0.594,1.9,2.3,0.82,1.8,2.8,4.5,1.0,0.2,0.5,1.1,1.5,10.2
14,Kevin Knox,24,31,11,18.1,2.8,6.0,0.462,1.0,3.0,0.33,1.8,3.0,0.598,0.546,0.6,0.7,0.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2
15,Marcus Sasser,23,50,0,16.3,2.9,6.2,0.468,1.2,2.8,0.424,1.7,3.4,0.503,0.563,0.7,0.8,0.85,0.1,1.4,1.5,3.0,0.5,0.2,1.0,1.4,7.7
