Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Rk,Player,Age,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
1,Cade Cunningham,22,46,1557,58%,39%,4%,,,-10.4,-3.7,94,49,70,12,79,6,794,15,63
2,Jaden Ivey,21,52,1449,6%,83%,11%,,,-7.2,3.5,60,37,69,13,104,7,448,25,63
3,Ausar Thompson,21,56,1353,,2%,66%,32%,,-6.5,4.6,30,32,65,5,52,23,252,15,31
4,Jalen Duren,20,41,1235,,,,,100%,-8.3,0.9,29,21,70,27,58,1,232,24,31
5,Isaiah Stewart,22,35,1070,,,,71%,29%,-4.6,7.0,12,14,37,11,36,3,143,7,14
6,Killian Hayes,22,42,1008,81%,19%,,,,-10.7,-3.0,29,10,33,5,17,8,490,7,12
7,Bojan Bogdanović,34,28,921,,,40%,59%,1%,-13.5,-7.1,43,16,28,1,44,4,170,10,29
8,Alec Burks,32,43,901,,53%,44%,3%,,-9.9,-1.7,18,9,32,3,50,12,164,6,11
9,Marcus Sasser,23,50,813,97%,3%,,,,-6.9,2.7,26,14,40,1,14,10,362,3,16
10,Kevin Knox,24,31,560,,7%,79%,14%,,-7.2,2.0,11,4,31,1,13,2,54,5,12
11,James Wiseman,22,37,528,,,,,100%,-13.9,-6.4,9,6,54,13,25,2,59,8,8
12,Marvin Bagley III,24,26,478,,,,1%,99%,-7.9,1.1,10,5,22,10,30,6,65,6,14
13,Isaiah Livers,25,23,469,,,8%,90%,3%,-18.5,-11.8,6,4,34,1,7,0,60,1,8
14,Stanley Umude,24,17,190,,20%,56%,24%,,-7.8,1.1,5,3,18,1,11,3,20,3,3
15,Mike Muscala,32,13,171,,,,46%,54%,12.0,22.2,2,0,9,0,1,2,28,0,5
16,Joe Harris,32,16,170,,1%,53%,47%,,-13.8,-5.3,3,0,9,1,1,2,24,0,4
17,Simone Fontecchio,28,5,143,,,,100%,,-10.9,-2.2,1,1,5,0,3,1,23,1,8
18,Danilo Gallinari,35,6,90,,,7%,48%,45%,10.6,20.0,0,1,5,0,11,0,31,2,2
19,Evan Fournier,31,4,86,,31%,67%,1%,,-17.8,-9.3,4,1,3,0,2,0,7,0,3
20,Troy Brown Jr.,24,5,74,,,50%,50%,,-20.5,-12.1,1,2,3,0,1,0,16,0,3
21,Monte Morris,28,6,68,100%,,,,,-2.2,6.8,2,0,0,0,1,0,22,0,3
22,Shake Milton,27,4,63,,74%,26%,,,-21.3,-12.8,1,2,3,0,2,4,14,1,0
23,Jared Rhoden,24,6,42,,27%,73%,,,19.1,28.4,3,0,2,0,1,0,8,0,1
24,Malachi Flynn,25,4,38,100%,,,,,-2.6,6.3,2,0,0,1,1,0,14,0,1
25,Quentin Grimes,23,1,26,,53%,47%,,,-15.0,-6.3,1,0,1,0,0,0,11,0,0
26,Tosan Evbuomwan,22,1,8,,,,100%,,-18.5,-9.8,0,0,0,0,0,0,0,0,0
27,Malcolm Cazalon,22,1,3,,,,100%,,63.3,72.2,0,0,0,0,0,0,0,0,0
