Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,58.0,14020,2361,4989,0.473,639,1806,0.354,1722,3183,0.541,1104,1467,0.753,642,1845,2487,1442,470,308,850,1212,6465
Team/G,,241.7,40.7,86.0,0.473,11.0,31.1,0.354,29.7,54.9,0.541,19.0,25.3,0.753,11.1,31.8,42.9,24.9,8.1,5.3,14.7,20.9,111.5
Lg Rank,,3,26,27,16.0,30,28,25.0,15,16,18.0,6,3,28.0,12,25,21,24,4,12,24,27,26
Year/Year,,0.2%,0.5%,-0.3%,0.003,2.3%,0.1%,0.008,-0.2%,-0.5%,0.002,-2.9%,1.2%,-0.031,9.0%,-3.9%,-0.8%,7.0%,10.2%,14.0%,-2.8%,3.7%,0.0%
Opponent,58.0,14020,2357,4925,0.479,677,1882,0.36,1680,3043,0.552,1033,1353,0.763,543,1808,2351,1406,470,282,868,1243,6424
Opponent/G,,241.7,40.6,84.9,0.479,11.7,32.4,0.36,29.0,52.5,0.552,17.8,23.3,0.763,9.4,31.2,40.5,24.2,8.1,4.9,15.0,21.4,110.8
Lg Rank,,3,5,1,19.0,5,4,10.0,12,7,18.0,19,22,5.0,3,6,2,3,26,10,3,1,7
Year/Year,,0.2%,-1.7%,-2.3%,0.003,-10.0%,-12.2%,0.009,2.2%,5.0%,-0.015,-2.9%,1.2%,-0.032,-1.5%,-4.2%,-3.6%,-6.3%,4.8%,-3.9%,1.9%,4.5%,-2.8%
