Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Paolo Banchero,21.0,57,57.0,1986,460,1009,0.456,87,239,0.364,373,770,0.484,0.499,285,407,0.7,63,325,388,296,58,31,169,114,1292
2.0,Franz Wagner,22.0,50,50.0,1661,385,808,0.476,80,254,0.315,305,554,0.551,0.526,188,221,0.851,53,228,281,203,53,17,102,117,1038
3.0,Jalen Suggs,22.0,53,53.0,1416,234,517,0.453,108,279,0.387,126,238,0.529,0.557,76,100,0.76,38,133,171,135,75,32,100,147,652
4.0,Cole Anthony,23.0,57,0.0,1311,236,542,0.435,61,184,0.332,175,358,0.489,0.492,149,179,0.832,48,178,226,180,46,26,99,141,682
5.0,Moritz Wagner,26.0,56,1.0,1029,238,404,0.589,27,82,0.329,211,322,0.655,0.623,125,156,0.801,90,163,253,66,28,18,66,120,628
6.0,Anthony Black,20.0,53,31.0,980,95,203,0.468,27,73,0.37,68,130,0.523,0.534,44,67,0.657,29,91,120,82,28,18,48,100,261
7.0,Goga Bitadze,24.0,48,32.0,863,114,189,0.603,2,12,0.167,112,177,0.633,0.608,47,71,0.662,101,160,261,72,27,69,34,98,277
8.0,Wendell Carter Jr.,24.0,32,26.0,839,136,250,0.544,39,93,0.419,97,157,0.618,0.622,61,85,0.718,58,152,210,50,15,15,39,76,372
9.0,Gary Harris,29.0,35,8.0,797,85,193,0.44,47,131,0.359,38,62,0.613,0.562,27,35,0.771,18,39,57,61,31,10,19,63,244
10.0,Joe Ingles,36.0,44,0.0,765,71,169,0.42,49,116,0.422,22,53,0.415,0.565,18,21,0.857,16,85,101,133,28,4,39,64,209
11.0,Caleb Houstan,21.0,41,8.0,617,64,163,0.393,57,152,0.375,7,11,0.636,0.567,17,22,0.773,22,43,65,24,10,1,14,46,202
12.0,Jonathan Isaac,26.0,40,1.0,590,91,190,0.479,20,67,0.299,71,123,0.577,0.532,44,62,0.71,51,118,169,18,29,46,21,44,246
13.0,Markelle Fultz,25.0,22,15.0,516,84,174,0.483,1,8,0.125,83,166,0.5,0.486,10,18,0.556,32,46,78,78,28,8,25,35,179
14.0,Chuma Okeke,25.0,34,8.0,383,38,99,0.384,23,72,0.319,15,27,0.556,0.5,2,5,0.4,18,55,73,17,7,7,12,19,101
15.0,Trevelin Queen,26.0,13,0.0,163,14,38,0.368,3,17,0.176,11,21,0.524,0.408,9,12,0.75,3,16,19,18,7,5,7,15,40
16.0,Jett Howard,20.0,13,0.0,49,8,22,0.364,5,17,0.294,3,5,0.6,0.477,2,4,0.5,1,4,5,3,0,1,2,3,23
17.0,Admiral Schofield,26.0,13,0.0,49,6,16,0.375,3,10,0.3,3,6,0.5,0.469,0,2,0.0,1,7,8,5,0,0,4,7,15
18.0,Kevon Harris,26.0,2,0.0,6,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,0,2,2,1,0,0,1,3,4
,,,58,,14020,2361,4989,0.473,639,1806,0.354,1722,3183,0.541,0.537,1104,1467,0.753,642,1845,2487,1442,470,308,850,1212,6465
