Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 14_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 21_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 24_level_0,Dunks,Dunks,Unnamed: 27_level_0,Corner 3s,Corner 3s,Unnamed: 30_level_0,Heaves,Heaves
Rk,Player,Age,G,MP,FG%,Dist.,Unnamed: 7_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 14_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 21_level_1,2P,3P,Unnamed: 24_level_1,%FGA,#,Unnamed: 27_level_1,%3PA,3P%,Unnamed: 30_level_1,Att.,#
1,Paolo Banchero,21,57,1986,0.456,12.4,,0.763,0.215,0.245,0.193,0.11,0.237,,0.484,0.7,0.417,0.385,0.387,0.364,,0.359,0.724,,0.054,50,,0.067,0.188,,0,0
2,Franz Wagner,22,50,1661,0.476,11.6,,0.686,0.283,0.337,0.046,0.02,0.314,,0.551,0.694,0.46,0.459,0.25,0.315,,0.426,0.8,,0.061,48,,0.11,0.214,,4,0
3,Jalen Suggs,22,53,1416,0.453,17.0,,0.46,0.191,0.13,0.091,0.048,0.54,,0.529,0.707,0.403,0.362,0.48,0.387,,0.452,0.852,,0.041,16,,0.229,0.391,,1,0
4,Cole Anthony,23,57,1311,0.435,14.4,,0.661,0.161,0.244,0.168,0.089,0.339,,0.489,0.632,0.508,0.418,0.313,0.332,,0.28,0.885,,0.013,7,,0.179,0.303,,0,0
5,Moritz Wagner,26,56,1029,0.589,7.5,,0.797,0.51,0.27,0.005,0.012,0.203,,0.655,0.772,0.45,0.5,0.4,0.329,,0.796,0.963,,0.074,28,,0.28,0.304,,0,0
6,Anthony Black,20,53,980,0.468,12.7,,0.64,0.315,0.167,0.084,0.074,0.36,,0.523,0.688,0.412,0.353,0.267,0.37,,0.721,0.926,,0.099,18,,0.521,0.395,,0,0
7,Goga Bitadze,24,48,863,0.603,3.6,,0.937,0.698,0.228,0.005,0.005,0.063,,0.633,0.712,0.419,0.0,0.0,0.167,,0.643,1.0,,0.291,49,,0.25,0.0,,0,0
8,Wendell Carter Jr.,24,32,839,0.544,12.2,,0.628,0.332,0.204,0.068,0.024,0.372,,0.618,0.843,0.333,0.471,0.333,0.419,,0.773,1.0,,0.192,41,,0.376,0.429,,0,0
9,Gary Harris,29,35,797,0.44,19.4,,0.321,0.119,0.124,0.047,0.031,0.679,,0.613,0.739,0.583,0.556,0.333,0.359,,0.763,0.979,,0.026,4,,0.382,0.36,,1,0
10,Joe Ingles,36,44,765,0.42,19.5,,0.314,0.089,0.207,0.012,0.006,0.686,,0.415,0.733,0.286,0.0,1.0,0.422,,0.409,0.939,,0.0,0,,0.164,0.421,,2,0
11,Caleb Houstan,21,41,617,0.393,24.0,,0.067,0.018,0.018,0.018,0.012,0.933,,0.636,0.667,0.667,1.0,0.0,0.375,,0.571,0.982,,0.0,0,,0.375,0.404,,0,0
12,Jonathan Isaac,26,40,590,0.479,11.3,,0.647,0.447,0.105,0.053,0.042,0.353,,0.577,0.718,0.35,0.2,0.125,0.299,,0.648,1.0,,0.232,39,,0.478,0.406,,1,0
13,Markelle Fultz,25,22,516,0.483,6.8,,0.954,0.408,0.333,0.155,0.057,0.046,,0.5,0.662,0.414,0.37,0.2,0.125,,0.361,1.0,,0.057,8,,0.75,0.167,,1,0
14,Chuma Okeke,25,34,383,0.384,20.1,,0.273,0.111,0.111,0.02,0.03,0.727,,0.556,0.909,0.364,0.0,0.333,0.319,,0.8,0.957,,0.051,4,,0.319,0.391,,1,0
15,Trevelin Queen,26,13,163,0.368,14.0,,0.553,0.237,0.211,0.053,0.053,0.447,,0.524,0.778,0.375,0.0,0.5,0.176,,0.727,0.667,,0.132,5,,0.353,0.167,,0,0
16,Jett Howard,20,13,49,0.364,22.8,,0.227,0.045,0.091,0.045,0.045,0.773,,0.6,0.0,1.0,1.0,0.0,0.294,,1.0,0.8,,0.0,0,,0.059,0.0,,0,0
17,Admiral Schofield,26,13,49,0.375,19.2,,0.375,0.188,0.063,0.0,0.125,0.625,,0.5,0.667,0.0,,0.5,0.3,,0.333,1.0,,0.188,1,,0.2,0.5,,0,0
18,Kevon Harris,26,2,6,0.667,11.5,,1.0,0.333,0.0,0.333,0.333,0.0,,0.667,1.0,,0.0,1.0,,,0.5,,,0.0,0,,,,,0,0
