Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Paolo Banchero,21,57,57,34.8,8.1,17.7,0.456,1.5,4.2,0.364,6.5,13.5,0.484,0.499,5.0,7.1,0.7,1.1,5.7,6.8,5.2,1.0,0.5,3.0,2.0,22.7
2,Franz Wagner,22,50,50,33.2,7.7,16.2,0.476,1.6,5.1,0.315,6.1,11.1,0.551,0.526,3.8,4.4,0.851,1.1,4.6,5.6,4.1,1.1,0.3,2.0,2.3,20.8
3,Jalen Suggs,22,53,53,26.7,4.4,9.8,0.453,2.0,5.3,0.387,2.4,4.5,0.529,0.557,1.4,1.9,0.76,0.7,2.5,3.2,2.5,1.4,0.6,1.9,2.8,12.3
4,Wendell Carter Jr.,24,32,26,26.2,4.3,7.8,0.544,1.2,2.9,0.419,3.0,4.9,0.618,0.622,1.9,2.7,0.718,1.8,4.8,6.6,1.6,0.5,0.5,1.2,2.4,11.6
5,Markelle Fultz,25,22,15,23.5,3.8,7.9,0.483,0.0,0.4,0.125,3.8,7.5,0.5,0.486,0.5,0.8,0.556,1.5,2.1,3.5,3.5,1.3,0.4,1.1,1.6,8.1
6,Cole Anthony,23,57,0,23.0,4.1,9.5,0.435,1.1,3.2,0.332,3.1,6.3,0.489,0.492,2.6,3.1,0.832,0.8,3.1,4.0,3.2,0.8,0.5,1.7,2.5,12.0
7,Gary Harris,29,35,8,22.8,2.4,5.5,0.44,1.3,3.7,0.359,1.1,1.8,0.613,0.562,0.8,1.0,0.771,0.5,1.1,1.6,1.7,0.9,0.3,0.5,1.8,7.0
8,Anthony Black,20,53,31,18.5,1.8,3.8,0.468,0.5,1.4,0.37,1.3,2.5,0.523,0.534,0.8,1.3,0.657,0.5,1.7,2.3,1.5,0.5,0.3,0.9,1.9,4.9
9,Moritz Wagner,26,56,1,18.4,4.3,7.2,0.589,0.5,1.5,0.329,3.8,5.8,0.655,0.623,2.2,2.8,0.801,1.6,2.9,4.5,1.2,0.5,0.3,1.2,2.1,11.2
10,Goga Bitadze,24,48,32,18.0,2.4,3.9,0.603,0.0,0.3,0.167,2.3,3.7,0.633,0.608,1.0,1.5,0.662,2.1,3.3,5.4,1.5,0.6,1.4,0.7,2.0,5.8
11,Joe Ingles,36,44,0,17.4,1.6,3.8,0.42,1.1,2.6,0.422,0.5,1.2,0.415,0.565,0.4,0.5,0.857,0.4,1.9,2.3,3.0,0.6,0.1,0.9,1.5,4.8
12,Caleb Houstan,21,41,8,15.0,1.6,4.0,0.393,1.4,3.7,0.375,0.2,0.3,0.636,0.567,0.4,0.5,0.773,0.5,1.0,1.6,0.6,0.2,0.0,0.3,1.1,4.9
13,Jonathan Isaac,26,40,1,14.8,2.3,4.8,0.479,0.5,1.7,0.299,1.8,3.1,0.577,0.532,1.1,1.6,0.71,1.3,3.0,4.2,0.5,0.7,1.2,0.5,1.1,6.2
14,Trevelin Queen,26,13,0,12.5,1.1,2.9,0.368,0.2,1.3,0.176,0.8,1.6,0.524,0.408,0.7,0.9,0.75,0.2,1.2,1.5,1.4,0.5,0.4,0.5,1.2,3.1
15,Chuma Okeke,25,34,8,11.3,1.1,2.9,0.384,0.7,2.1,0.319,0.4,0.8,0.556,0.5,0.1,0.1,0.4,0.5,1.6,2.1,0.5,0.2,0.2,0.4,0.6,3.0
16,Jett Howard,20,13,0,3.8,0.6,1.7,0.364,0.4,1.3,0.294,0.2,0.4,0.6,0.477,0.2,0.3,0.5,0.1,0.3,0.4,0.2,0.0,0.1,0.2,0.2,1.8
17,Admiral Schofield,26,13,0,3.8,0.5,1.2,0.375,0.2,0.8,0.3,0.2,0.5,0.5,0.469,0.0,0.2,0.0,0.1,0.5,0.6,0.4,0.0,0.0,0.3,0.5,1.2
18,Kevon Harris,26,2,0,3.0,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.5,2.0
