Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1,Paolo Banchero,21,57,1986,17.3,0.544,0.237,0.403,3.6,19.2,11.3,24.4,1.4,1.4,12.5,29.5,,0.8,2.7,3.5,0.085,,1.3,-0.1,1.3,1.6
2,Franz Wagner,22,50,1661,17.7,0.573,0.314,0.274,3.7,16.1,9.8,20.0,1.6,0.9,10.1,26.2,,2.2,2.1,4.3,0.124,,1.4,0.1,1.5,1.5
3,Jalen Suggs,22,53,1416,13.0,0.581,0.54,0.193,3.1,11.0,7.0,14.1,2.6,2.1,15.1,20.2,,0.3,2.1,2.5,0.083,,-1.3,1.3,0.0,0.7
4,Cole Anthony,23,57,1311,14.5,0.549,0.339,0.33,4.2,15.9,10.0,20.7,1.7,1.8,13.8,23.7,,0.7,1.8,2.5,0.091,,-0.8,0.6,-0.3,0.6
5,Moritz Wagner,26,56,1029,20.2,0.664,0.203,0.386,10.0,18.6,14.3,10.5,1.3,1.6,12.3,22.6,,2.5,1.4,3.9,0.18,,1.5,0.1,1.7,1.0
6,Anthony Black,20,53,980,8.3,0.561,0.36,0.33,3.4,10.9,7.1,11.2,1.4,1.7,17.1,12.4,,0.2,1.1,1.3,0.064,,-3.9,0.7,-3.3,-0.3
7,Goga Bitadze,24,48,863,18.1,0.629,0.063,0.376,13.4,21.8,17.5,11.8,1.5,7.4,13.4,12.7,,1.7,1.7,3.4,0.187,,-0.3,2.9,2.6,1.0
8,Wendell Carter Jr.,24,32,839,15.5,0.647,0.372,0.34,7.9,21.3,14.5,8.8,0.9,1.6,11.9,16.8,,1.4,1.1,2.5,0.145,,0.5,-0.1,0.5,0.5
9,Gary Harris,29,35,797,10.1,0.585,0.679,0.181,2.6,5.7,4.1,10.4,1.9,1.2,8.4,12.3,,0.8,0.9,1.7,0.104,,-1.9,1.0,-0.9,0.2
10,Joe Ingles,36,44,765,11.1,0.586,0.686,0.124,2.4,13.0,7.7,23.2,1.8,0.5,18.0,12.3,,0.8,0.9,1.7,0.109,,-1.2,1.2,0.0,0.4
11,Caleb Houstan,21,41,617,8.4,0.585,0.933,0.135,4.1,8.2,6.1,5.3,0.8,0.1,7.5,13.1,,0.5,0.5,1.1,0.082,,-1.2,-1.0,-2.2,-0.1
12,Jonathan Isaac,26,40,590,17.8,0.566,0.353,0.326,9.9,23.5,16.6,4.4,2.4,7.2,8.8,17.5,,0.6,1.3,1.9,0.152,,0.0,2.1,2.1,0.6
13,Markelle Fultz,25,22,516,13.5,0.492,0.046,0.103,7.1,10.5,8.8,22.3,2.7,1.4,12.1,17.3,,0.2,0.7,0.9,0.084,,-1.7,2.1,0.4,0.3
14,Chuma Okeke,25,34,383,8.0,0.499,0.727,0.051,5.4,16.9,11.0,6.0,0.9,1.7,10.6,12.8,,-0.1,0.5,0.4,0.049,,-2.3,-0.3,-2.6,-0.1
15,Trevelin Queen,26,13,163,8.2,0.462,0.447,0.316,2.1,11.5,6.8,14.6,2.1,2.8,13.9,13.3,,-0.1,0.2,0.2,0.05,,-4.7,1.3,-3.4,-0.1
16,Jett Howard,20,13,49,7.8,0.484,0.773,0.182,2.3,9.6,5.9,9.0,0.0,1.9,7.8,22.7,,0.0,0.0,0.0,-0.005,,-1.4,-2.4,-3.7,0.0
17,Admiral Schofield,26,13,49,2.4,0.444,0.625,0.125,2.3,16.8,9.5,14.2,0.0,0.0,19.2,18.4,,-0.1,0.0,-0.1,-0.067,,-6.4,-1.7,-8.1,-0.1
18,Kevon Harris,26,2,6,11.0,0.667,0.0,0.0,0.0,39.1,19.3,32.8,0.0,0.0,25.0,28.8,,0.0,0.0,0.0,0.032,,-15.6,-0.3,-15.9,0.0
