Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,57.0,13805,2355,5129,0.459,694,1972,0.352,1661,3157,0.526,1045,1360,0.768,638,1978,2616,1410,425,254,753,1214,6449
Team/G,,242.2,41.3,90.0,0.459,12.2,34.6,0.352,29.1,55.4,0.526,18.3,23.9,0.768,11.2,34.7,45.9,24.7,7.5,4.5,13.2,21.3,113.1
Lg Rank,,11,24,10,26.0,18,15,26.0,20,12,25.0,11,7,21.0,8,4,4,27,17,25,11,28,21
Year/Year,,0.5%,1.8%,1.3%,0.002,16.6%,8.3%,0.025,-3.4%,-2.7%,-0.004,-4.1%,-5.8%,0.014,-16.6%,5.6%,-0.8%,10.5%,1.9%,-2.3%,-18.7%,4.0%,2.2%
Opponent,57.0,13805,2314,5021,0.461,711,2040,0.349,1603,2981,0.538,1109,1484,0.747,599,1941,2540,1408,428,338,763,1150,6448
Opponent/G,,242.2,40.6,88.1,0.461,12.5,35.8,0.349,28.1,52.3,0.538,19.5,26.0,0.747,10.5,34.1,44.6,24.7,7.5,5.9,13.4,20.2,113.1
Lg Rank,,11,4,14,5.0,11,19,3.0,9,6,10.0,28,28,1.0,12,24,21,5,17,25,21,6,12
Year/Year,,0.5%,-4.3%,-0.0%,-0.021,-14.0%,-7.8%,-0.025,0.7%,6.1%,-0.029,1.2%,7.5%,-0.046,0.1%,9.8%,7.3%,-5.5%,-14.2%,-4.5%,1.7%,-2.2%,-4.6%
