Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Fred VanVleet,29.0,50,50.0,1832,275,672,0.409,147,391,0.376,128,281,0.456,0.519,128,150,0.853,20,167,187,399,57,46,85,112,825
2.0,Alperen Şengün,21.0,56,56.0,1814,464,861,0.539,31,104,0.298,433,757,0.572,0.557,219,309,0.709,157,358,515,275,62,41,147,186,1178
3.0,Jalen Green,21.0,57,57.0,1729,348,855,0.407,114,371,0.307,234,484,0.483,0.474,197,246,0.801,24,251,275,192,39,20,124,71,1007
4.0,Jabari Smith Jr.,20.0,52,52.0,1659,255,561,0.455,89,244,0.365,166,317,0.524,0.534,97,119,0.815,106,341,447,78,36,37,66,140,696
5.0,Dillon Brooks,28.0,48,48.0,1501,235,531,0.443,97,241,0.402,138,290,0.476,0.534,95,113,0.841,37,129,166,79,43,6,65,172,662
6.0,Aaron Holiday,27.0,54,1.0,942,137,299,0.458,66,161,0.41,71,138,0.514,0.569,40,45,0.889,15,81,96,101,30,4,44,86,380
7.0,Jeff Green,37.0,55,5.0,921,110,232,0.474,25,83,0.301,85,149,0.57,0.528,97,117,0.829,33,88,121,47,9,23,39,79,342
8.0,Jae'Sean Tate,28.0,52,9.0,902,93,198,0.47,21,69,0.304,72,129,0.558,0.523,22,32,0.688,53,121,174,56,38,9,26,122,229
9.0,Amen Thompson,21.0,38,6.0,754,124,243,0.51,7,45,0.156,117,198,0.591,0.525,53,84,0.631,67,147,214,93,44,23,57,86,308
10.0,Cam Whitmore,19.0,31,1.0,538,136,286,0.476,53,138,0.384,83,148,0.561,0.568,49,74,0.662,20,92,112,14,19,9,29,42,374
11.0,Tari Eason,22.0,22,0.0,480,88,189,0.466,18,50,0.36,70,139,0.504,0.513,21,33,0.636,46,107,153,27,31,19,20,51,215
12.0,Jock Landale,28.0,31,0.0,282,27,70,0.386,2,18,0.111,25,52,0.481,0.4,13,17,0.765,38,30,68,21,8,11,12,28,69
13.0,Reggie Bullock,32.0,23,0.0,216,21,50,0.42,16,39,0.41,5,11,0.455,0.58,1,1,1.0,3,30,33,10,4,2,5,12,59
14.0,Jeenathan Williams,24.0,11,0.0,76,14,30,0.467,1,3,0.333,13,27,0.481,0.483,4,7,0.571,8,2,10,6,2,0,2,9,33
15.0,Nate Hinton,24.0,11,0.0,58,10,20,0.5,7,11,0.636,3,9,0.333,0.675,4,5,0.8,3,9,12,6,2,2,2,10,31
16.0,Jermaine Samuels,25.0,11,0.0,53,8,11,0.727,0,2,0.0,8,9,0.889,0.727,2,2,1.0,2,9,11,2,1,1,0,4,18
17.0,Boban Marjanović,35.0,9,0.0,48,10,21,0.476,0,2,0.0,10,19,0.526,0.476,3,6,0.5,6,16,22,4,0,1,2,4,23
,,,57,,13805,2355,5129,0.459,694,1972,0.352,1661,3157,0.526,0.527,1045,1360,0.768,638,1978,2616,1410,425,254,753,1214,6449
