Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1,Jayson Tatum,25,54,1938,22.2,0.605,0.437,0.347,2.7,21.6,12.6,20.9,1.4,1.5,10.2,29.9,,4.4,3.2,7.5,0.187,,4.3,0.9,5.2,3.5
2,Jaylen Brown,27,52,1738,17.7,0.577,0.331,0.242,3.6,13.5,8.8,17.5,1.6,1.5,11.2,28.0,,1.6,2.4,4.1,0.113,,0.4,0.0,0.4,1.0
3,Jrue Holiday,33,52,1729,14.3,0.593,0.449,0.126,4.4,13.5,9.2,19.3,1.2,1.9,14.4,16.7,,2.4,2.3,4.7,0.131,,0.9,1.0,1.8,1.7
4,Derrick White,29,53,1711,16.9,0.62,0.578,0.2,2.2,10.2,6.4,20.2,1.6,3.2,11.2,19.2,,3.6,2.4,6.0,0.168,,2.3,1.4,3.7,2.5
5,Al Horford,37,47,1273,14.1,0.628,0.635,0.07,5.4,20.2,13.2,12.8,1.0,3.3,10.4,11.1,,2.3,2.1,4.3,0.163,,1.2,2.3,3.5,1.8
6,Kristaps Porziņģis,28,42,1242,22.6,0.659,0.397,0.432,5.8,18.1,12.2,9.8,1.0,5.6,9.7,24.8,,3.5,2.1,5.7,0.22,,3.2,1.5,4.7,2.1
7,Sam Hauser,26,56,1187,11.9,0.639,0.861,0.049,3.3,12.8,8.3,5.8,0.9,1.0,6.9,13.8,,1.7,1.4,3.1,0.127,,0.8,0.0,0.8,0.9
8,Payton Pritchard,26,57,1173,13.6,0.579,0.678,0.098,4.9,11.1,8.1,17.7,1.0,0.5,8.1,15.9,,2.2,1.3,3.5,0.143,,0.7,0.1,0.8,0.8
9,Luke Kornet,28,41,605,19.2,0.729,0.0,0.262,14.3,14.1,14.2,7.9,1.3,5.8,10.8,11.3,,1.9,1.0,3.0,0.236,,1.2,2.1,3.3,0.8
10,Oshae Brissett,25,37,401,13.9,0.566,0.41,0.52,10.1,16.7,13.6,9.2,1.7,0.4,8.2,14.4,,0.7,0.6,1.3,0.157,,-1.0,0.9,-0.1,0.2
11,Neemias Queta,24,23,283,19.3,0.636,0.0,0.25,17.5,20.8,19.2,5.4,1.7,4.4,9.2,15.0,,0.8,0.5,1.3,0.225,,-1.1,0.6,-0.5,0.1
12,Svi Mykhailiuk,26,24,183,7.6,0.481,0.803,0.091,3.1,8.9,6.1,7.8,1.9,0.0,9.3,17.9,,-0.1,0.2,0.1,0.026,,-4.1,-0.5,-4.6,-0.1
13,Dalano Banton,24,24,171,9.8,0.468,0.314,0.392,7.9,13.7,10.9,14.1,1.4,1.6,14.3,17.7,,0.0,0.2,0.2,0.062,,-4.9,0.6,-4.3,-0.1
14,Lamar Stevens,26,19,122,14.4,0.532,0.178,0.244,11.0,15.8,13.6,9.0,2.4,3.6,15.3,20.9,,0.0,0.2,0.2,0.092,,-3.0,0.9,-2.1,0.0
15,Jordan Walsh,19,4,33,3.9,0.2,0.6,0.0,6.8,27.7,17.8,7.0,3.0,2.7,28.6,9.2,,-0.1,0.1,0.0,-0.002,,-9.3,3.6,-5.7,0.0
16,JD Davison,21,2,6,15.2,0.532,1.0,2.0,18.7,16.9,17.8,0.0,0.0,0.0,0.0,13.6,,0.0,0.0,0.0,0.204,,-0.6,-1.6,-2.2,0.0
17,Drew Peterson,24,1,3,43.6,1.5,1.0,0.0,0.0,0.0,0.0,58.9,0.0,0.0,0.0,14.4,,0.0,0.0,0.0,0.749,,28.4,13.4,41.8,0.0
18,Jaden Springer,21,2,3,-12.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,,0.0,0.0,0.0,-0.325,,-15.6,-7.9,-23.5,0.0
19,Xavier Tillman Sr.,25,1,3,31.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,14.4,,0.0,0.0,0.0,0.331,,2.3,12.0,14.4,0.0
