Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,57.0,13805,2482,5131,0.484,931,2429,0.383,1551,2702,0.574,987,1223,0.807,603,2071,2674,1496,368,372,711,970,6882
Team/G,,242.2,43.5,90.0,0.484,16.3,42.6,0.383,27.2,47.4,0.574,17.3,21.5,0.807,10.6,36.3,46.9,26.2,6.5,6.5,12.5,17.0,120.7
Lg Rank,,11,7,9,11.0,1,1,4.0,29,30,3.0,17,21,8.0,15,1,1,19,29,2,3,2,5
Year/Year,,-0.6%,3.2%,1.4%,0.008,1.9%,0.1%,0.007,4.0%,2.7%,0.007,-1.1%,-0.5%,-0.005,9.0%,2.0%,3.5%,-1.5%,1.6%,24.5%,-6.6%,-9.5%,2.4%
Opponent,57.0,13805,2362,5265,0.449,751,2143,0.35,1611,3122,0.516,820,1077,0.761,645,1855,2500,1425,370,208,673,1036,6295
Opponent/G,,242.2,41.4,92.4,0.449,13.2,37.6,0.35,28.3,54.8,0.516,14.4,18.9,0.761,11.3,32.5,43.9,25.0,6.5,3.6,11.8,18.2,110.4
Lg Rank,,11,13,27,2.0,18,27,5.0,10,17,4.0,1,1,4.0,26,12,16,6,2,1,30,28,5
Year/Year,,-0.6%,-0.8%,2.4%,-0.015,13.2%,11.6%,0.005,-6.2%,-3.0%,-0.018,-11.4%,-10.6%,-0.007,16.1%,-5.0%,-0.3%,8.2%,-2.2%,-5.9%,-6.9%,-4.9%,-0.9%
