Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Jayson Tatum,25,54,54,1938,9.2,19.4,0.475,3.1,8.5,0.364,6.1,10.9,0.561,5.5,6.7,0.82,0.9,7.6,8.5,4.8,1.1,0.6,2.5,2.0,27.0
2,Jaylen Brown,27,52,52,1738,9.2,18.7,0.495,2.1,6.2,0.346,7.1,12.5,0.569,3.2,4.5,0.711,1.1,4.8,5.9,4.0,1.2,0.6,2.6,2.8,23.8
3,Jrue Holiday,33,52,52,1729,5.4,11.3,0.475,2.2,5.1,0.44,3.1,6.2,0.503,1.2,1.4,0.824,1.4,4.8,6.2,5.2,0.9,0.8,2.0,1.8,14.1
4,Derrick White,29,53,53,1711,6.1,13.0,0.468,3.0,7.5,0.402,3.1,5.5,0.559,2.3,2.6,0.895,0.7,3.6,4.3,5.3,1.2,1.3,1.8,2.4,17.6
5,Al Horford,37,47,22,1273,3.9,8.1,0.488,2.1,5.1,0.409,1.8,2.9,0.625,0.5,0.6,0.85,1.7,7.2,8.9,3.6,0.7,1.4,1.0,2.0,10.4
6,Kristaps Porziņģis,28,42,42,1242,8.2,15.6,0.527,2.3,6.2,0.369,5.9,9.4,0.631,5.7,6.8,0.85,1.9,6.4,8.3,2.4,0.7,2.3,2.0,3.4,24.5
7,Sam Hauser,26,56,6,1187,4.7,10.5,0.451,3.8,9.0,0.419,0.9,1.5,0.646,0.5,0.5,0.882,1.1,4.5,5.6,1.6,0.7,0.4,0.8,2.2,13.7
8,Payton Pritchard,26,57,0,1173,5.1,11.6,0.435,3.0,7.9,0.381,2.1,3.7,0.549,0.9,1.1,0.811,1.6,3.9,5.5,4.8,0.7,0.2,1.1,2.2,14.1
9,Luke Kornet,28,41,2,605,5.2,7.5,0.698,0.0,0.0,,5.2,7.5,0.698,1.7,2.0,0.879,4.6,5.0,9.6,2.1,1.0,2.4,1.0,3.4,12.2
10,Oshae Brissett,25,37,0,401,4.1,9.0,0.46,1.1,3.7,0.293,3.1,5.3,0.576,3.1,4.7,0.673,3.2,5.9,9.2,2.6,1.3,0.2,1.0,3.3,12.5
11,Neemias Queta,24,23,0,283,6.2,10.2,0.613,0.0,0.0,,6.2,10.2,0.613,1.9,2.5,0.75,5.6,7.4,13.0,1.4,1.3,1.8,1.1,5.7,14.4
12,Svi Mykhailiuk,26,24,0,183,4.5,13.0,0.348,3.3,10.4,0.321,1.2,2.6,0.462,0.6,1.2,0.5,1.0,3.1,4.1,2.2,1.4,0.0,1.4,2.4,13.0
13,Dalano Banton,24,24,1,171,4.0,10.7,0.373,0.4,3.4,0.125,3.6,7.4,0.486,3.4,4.2,0.8,2.5,4.8,7.4,4.0,1.1,0.6,2.1,4.2,11.8
14,Lamar Stevens,26,19,1,122,6.2,13.3,0.467,0.9,2.4,0.375,5.3,10.9,0.486,2.4,3.2,0.727,3.5,5.6,9.1,2.4,1.8,1.5,2.7,4.1,15.6
15,Jordan Walsh,19,4,0,33,1.1,5.5,0.2,0.0,3.3,0.0,1.1,2.2,0.5,0.0,0.0,,2.2,9.8,12.0,2.2,2.2,1.1,2.2,5.5,2.2
16,JD Davison,21,2,0,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,,12.0,12.0,1.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0
17,Drew Peterson,24,1,0,3,12.0,12.0,1.0,12.0,12.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,36.0
18,Jaden Springer,21,2,0,3,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Xavier Tillman Sr.,25,1,0,3,12.0,12.0,1.0,0.0,0.0,,12.0,12.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,24.0
