Rk,Unnamed: 1,Salary
1,Jrue Holiday,"$36,861,707"
2,Kristaps Porziņģis,"$36,016,200"
3,Jayson Tatum,"$32,600,060"
4,Jaylen Brown,"$31,830,357"
5,Derrick White,"$18,357,143"
6,Al Horford,"$10,000,000"
7,Payton Pritchard,"$4,037,277"
8,Luke Kornet,"$2,413,304"
9,Jaden Springer,"$2,226,240"
10,Oshae Brissett,"$2,165,000"
11,Svi Mykhailiuk,"$2,019,706"
12,Xavier Tillman Sr.,"$1,930,681"
13,Sam Hauser,"$1,927,896"
14,Jordan Walsh,"$1,119,563"
15,Demetrius Jackson,"$92,857"
