Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Jayson Tatum,25,54,54,35.9,9.2,19.3,0.475,3.1,8.4,0.364,6.1,10.9,0.561,0.555,5.5,6.7,0.82,0.9,7.6,8.5,4.8,1.1,0.6,2.5,2.0,26.9
2,Jaylen Brown,27,52,52,33.4,8.6,17.3,0.495,2.0,5.7,0.346,6.6,11.6,0.569,0.552,3.0,4.2,0.711,1.1,4.4,5.5,3.8,1.1,0.6,2.4,2.6,22.1
3,Jrue Holiday,33,52,52,33.3,4.9,10.4,0.475,2.1,4.7,0.44,2.9,5.7,0.503,0.574,1.1,1.3,0.824,1.3,4.4,5.7,4.8,0.8,0.7,1.8,1.7,13.0
4,Derrick White,29,53,53,32.3,5.5,11.7,0.468,2.7,6.8,0.402,2.8,4.9,0.559,0.585,2.1,2.3,0.895,0.6,3.2,3.9,4.8,1.0,1.2,1.6,2.1,15.8
5,Kristaps Porziņģis,28,42,42,29.6,6.8,12.8,0.527,1.9,5.1,0.369,4.9,7.7,0.631,0.6,4.7,5.5,0.85,1.5,5.3,6.8,2.0,0.6,1.9,1.6,2.8,20.1
6,Al Horford,37,47,22,27.1,3.0,6.1,0.488,1.6,3.9,0.409,1.4,2.2,0.625,0.618,0.4,0.4,0.85,1.3,5.4,6.7,2.7,0.5,1.0,0.7,1.5,7.9
7,Sam Hauser,26,56,6,21.2,2.8,6.2,0.451,2.2,5.3,0.419,0.6,0.9,0.646,0.632,0.3,0.3,0.882,0.6,2.7,3.3,0.9,0.4,0.3,0.5,1.3,8.1
8,Payton Pritchard,26,57,0,20.6,2.9,6.6,0.435,1.7,4.5,0.381,1.2,2.1,0.549,0.565,0.5,0.6,0.811,0.9,2.2,3.1,2.8,0.4,0.1,0.6,1.2,8.0
9,Luke Kornet,28,41,2,14.8,2.1,3.1,0.698,0.0,0.0,,2.1,3.1,0.698,0.698,0.7,0.8,0.879,1.9,2.0,3.9,0.9,0.4,1.0,0.4,1.4,5.0
10,Neemias Queta,24,23,0,12.3,2.1,3.5,0.613,0.0,0.0,,2.1,3.5,0.613,0.613,0.7,0.9,0.75,1.9,2.5,4.4,0.5,0.4,0.6,0.4,2.0,4.9
11,Oshae Brissett,25,37,0,10.8,1.2,2.7,0.46,0.3,1.1,0.293,0.9,1.6,0.576,0.52,0.9,1.4,0.673,1.0,1.8,2.8,0.8,0.4,0.1,0.3,1.0,3.8
12,Jordan Walsh,19,4,0,8.3,0.3,1.3,0.2,0.0,0.8,0.0,0.3,0.5,0.5,0.2,0.0,0.0,,0.5,2.3,2.8,0.5,0.5,0.3,0.5,1.3,0.5
13,Svi Mykhailiuk,26,24,0,7.6,1.0,2.8,0.348,0.7,2.2,0.321,0.3,0.5,0.462,0.477,0.1,0.3,0.5,0.2,0.7,0.9,0.5,0.3,0.0,0.3,0.5,2.8
14,Dalano Banton,24,24,1,7.1,0.8,2.1,0.373,0.1,0.7,0.125,0.7,1.5,0.486,0.392,0.7,0.8,0.8,0.5,1.0,1.5,0.8,0.2,0.1,0.4,0.8,2.3
15,Lamar Stevens,26,19,1,6.4,1.1,2.4,0.467,0.2,0.4,0.375,0.9,1.9,0.486,0.5,0.4,0.6,0.727,0.6,1.0,1.6,0.4,0.3,0.3,0.5,0.7,2.8
16,Drew Peterson,24,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
17,JD Davison,21,2,0,3.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
18,Xavier Tillman Sr.,25,1,0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
19,Jaden Springer,21,2,0,1.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
