Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jimmy Butler,34:34,10.0,14.0,0.714,2.0,3.0,0.667,9.0,12.0,0.75,1.0,6.0,7.0,6.0,1.0,0.0,1.0,2.0,31.0,-1.0
1,Bam Adebayo,31:37,8.0,14.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,4.0,0.0,0.0,0.0,4.0,16.0,2.0
2,Tyler Herro,31:17,4.0,9.0,0.444,2.0,4.0,0.5,4.0,6.0,0.667,1.0,7.0,8.0,8.0,0.0,0.0,2.0,1.0,14.0,-1.0
3,Terry Rozier,29:31,1.0,8.0,0.125,1.0,4.0,0.25,0.0,0.0,0.0,1.0,4.0,5.0,10.0,2.0,1.0,1.0,1.0,3.0,1.0
4,Haywood Highsmith,16:20,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0
6,Caleb Martin,28:05,3.0,7.0,0.429,0.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,7.0,12.0
7,Josh Richardson,27:17,9.0,15.0,0.6,6.0,10.0,0.6,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,1.0,0.0,2.0,24.0,5.0
8,Jaime Jaquez Jr.,24:56,3.0,9.0,0.333,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,2.0,2.0,8.0,15.0
9,Kevin Love,13:42,2.0,4.0,0.5,2.0,3.0,0.667,2.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,10.0
10,Thomas Bryant,2:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
11,Nikola Jović,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Cole Swider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
