Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,RJ Barrett,36:36,10.0,16.0,0.625,4.0,6.0,0.667,0.0,0.0,0.0,1.0,4.0,5.0,4.0,0.0,0.0,4.0,4.0,24.0,0.0
1,Immanuel Quickley,36:28,7.0,16.0,0.438,2.0,4.0,0.5,9.0,9.0,1.0,0.0,4.0,4.0,6.0,1.0,0.0,1.0,1.0,25.0,-5.0
2,Scottie Barnes,34:29,5.0,10.0,0.5,1.0,5.0,0.2,1.0,3.0,0.333,0.0,7.0,7.0,6.0,0.0,2.0,2.0,1.0,12.0,-9.0
3,Dennis Schröder,33:30,8.0,13.0,0.615,1.0,5.0,0.2,5.0,5.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,22.0,-1.0
4,Thaddeus Young,23:25,4.0,5.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,2.0,0.0,2.0,1.0,8.0,-2.0
6,Gary Trent Jr.,24:10,5.0,9.0,0.556,2.0,4.0,0.5,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,12.0,-9.0
7,Jontay Porter,18:20,4.0,8.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,3.0,4.0,7.0,4.0,0.0,0.0,3.0,4.0,9.0,2.0
8,Jalen McDaniels,13:13,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0
9,Chris Boucher,11:21,1.0,3.0,0.333,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-10.0
10,Garrett Temple,8:28,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0
11,Otto Porter Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Pascal Siakam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
