Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Bruce Brown,37:16,0.431,0.364,0.364,0.364,11.0,20.3,15.9,0.0,2.5,0.0,7.3,15.0,102.0,119.0,-8.2
1,Tyrese Haliburton,32:50,0.563,0.542,0.5,0.083,0.0,19.2,10.0,52.3,1.4,5.6,36.0,24.0,108.0,117.0,1.4
2,Myles Turner,30:44,0.652,0.667,0.133,0.4,13.4,20.6,17.1,4.3,1.5,9.0,10.2,25.9,124.0,114.0,0.9
3,Buddy Hield,30:41,0.889,0.889,0.778,0.0,0.0,12.4,6.4,7.3,1.5,0.0,0.0,11.9,180.0,123.0,6.4
4,Obi Toppin,12:09,0.6,0.6,0.4,0.0,0.0,31.2,16.2,0.0,0.0,0.0,28.6,23.4,78.0,124.0,-13.6
6,Bennedict Mathurin,37:19,0.731,0.676,0.294,0.471,11.0,13.5,12.3,26.3,2.5,0.0,8.9,24.5,153.0,120.0,10.8
7,Aaron Nesmith,26:34,0.929,0.929,0.571,0.0,0.0,4.8,2.5,4.2,0.0,0.0,22.2,13.7,130.0,126.0,-1.6
8,Isaiah Jackson,17:16,0.833,0.833,0.0,0.0,15.9,21.9,19.0,0.0,0.0,0.0,0.0,14.1,174.0,124.0,-0.9
9,T.J. McConnell,15:10,0.4,0.4,0.1,0.0,0.0,16.7,8.7,40.2,3.1,0.0,16.7,32.1,94.0,118.0,-10.7
10,Jordan Nwora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Ben Sheppard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Oscar Tshiebwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jarace Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
