Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Anthony Edwards,37:07,9.0,21.0,0.429,2.0,8.0,0.25,8.0,11.0,0.727,2.0,5.0,7.0,5.0,2.0,1.0,4.0,1.0,28.0,3.0
1,Karl-Anthony Towns,34:17,11.0,21.0,0.524,3.0,7.0,0.429,4.0,4.0,1.0,1.0,11.0,12.0,2.0,0.0,0.0,3.0,1.0,29.0,1.0
2,Rudy Gobert,33:44,5.0,10.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,4.0,6.0,10.0,1.0,1.0,0.0,1.0,3.0,11.0,1.0
3,Mike Conley,31:05,3.0,7.0,0.429,1.0,3.0,0.333,4.0,4.0,1.0,2.0,1.0,3.0,6.0,0.0,0.0,4.0,3.0,11.0,4.0
4,Jaden McDaniels,26:08,5.0,11.0,0.455,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,2.0,0.0,0.0,6.0,10.0,-1.0
6,Kyle Anderson,26:18,2.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,0.5,0.0,5.0,5.0,4.0,1.0,0.0,4.0,1.0,6.0,9.0
7,Nickeil Alexander-Walker,18:44,3.0,4.0,0.75,1.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,9.0,11.0
8,Naz Reid,18:14,3.0,7.0,0.429,1.0,3.0,0.333,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,7.0,7.0
9,Shake Milton,14:22,2.0,4.0,0.5,2.0,3.0,0.667,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,3.0,6.0,0.0
10,Troy Brown Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Josh Minott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Daishen Nix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
