Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Brandin Podziemski,33:24,0.563,0.5,0.25,0.25,0.0,17.5,9.0,17.9,1.5,0.0,10.1,13.0,125.0,120.0,-2.8
1,Stephen Curry,31:14,0.254,0.167,0.667,0.333,0.0,7.5,3.8,28.6,1.6,3.1,22.5,25.0,72.0,120.0,-13.5
2,Klay Thompson,29:08,0.852,0.844,0.625,0.063,0.0,16.1,8.2,5.9,1.7,0.0,5.7,26.3,151.0,120.0,10.7
3,Jonathan Kuminga,18:46,0.685,0.857,0.429,0.571,13.1,12.5,12.8,0.0,2.7,0.0,10.2,22.8,112.0,119.0,-0.3
4,Kevon Looney,14:41,0.4,0.4,0.0,0.0,8.4,23.9,16.3,16.6,3.4,6.5,0.0,14.9,115.0,110.0,0.1
6,Chris Paul,31:36,0.286,0.286,0.571,0.0,3.9,11.1,7.6,28.3,1.6,0.0,22.2,12.5,97.0,122.0,-7.9
7,Andrew Wiggins,29:20,0.908,0.917,0.5,0.333,0.0,27.9,14.3,10.5,1.7,3.3,0.0,20.6,180.0,115.0,16.0
8,Moses Moody,18:52,0.429,0.429,0.286,0.0,13.0,12.4,12.7,6.6,2.6,0.0,12.5,18.6,97.0,119.0,-6.5
9,Trayce Jackson-Davis,17:41,0.709,0.667,0.0,0.222,34.8,19.9,27.1,27.4,5.6,5.4,16.8,29.5,138.0,107.0,12.8
10,Dario Šarić,15:18,0.82,0.75,0.75,0.5,0.0,7.7,3.9,7.9,0.0,0.0,29.1,19.7,114.0,126.0,-5.5
11,Draymond Green,Player Suspended,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Cory Joseph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Gary Payton II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
