Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Bruce Brown,27:03,0.607,0.607,0.214,0.0,4.3,20.3,11.7,11.5,0.0,3.2,17.6,27.4,105.0,135.0,-3.9
1,T.J. McConnell,25:40,0.417,0.417,0.083,0.0,4.6,16.0,9.8,31.5,3.9,3.3,7.7,22.1,106.0,127.0,-0.4
2,Myles Turner,21:06,0.57,0.357,0.286,1.143,11.1,19.5,15.0,0.0,2.4,0.0,8.7,23.8,125.0,132.0,-4.7
3,Buddy Hield,18:12,0.0,0.0,0.75,0.0,0.0,7.5,3.5,11.7,0.0,0.0,42.9,16.8,18.0,140.0,-24.7
4,Obi Toppin,16:49,0.875,0.875,0.5,0.0,13.9,16.3,15.0,7.8,0.0,0.0,20.0,13.0,144.0,138.0,-1.6
6,Aaron Nesmith,26:14,0.589,0.571,0.286,0.071,13.4,10.5,12.0,0.0,0.0,3.3,0.0,24.0,133.0,136.0,-0.2
7,Jarace Walker,24:12,0.833,0.833,0.667,0.0,0.0,11.3,5.2,14.5,4.1,0.0,25.0,7.2,135.0,129.0,0.7
8,Bennedict Mathurin,23:23,0.273,0.273,0.091,0.0,0.0,5.9,2.7,15.9,0.0,3.7,8.3,22.4,71.0,137.0,-14.4
9,Isaiah Jackson,19:34,1.0,1.0,0.0,0.0,6.0,14.0,9.7,32.4,7.7,8.8,14.3,15.6,171.0,114.0,20.4
10,Ben Sheppard,16:58,0.592,0.6,0.4,0.8,6.9,16.2,11.2,0.0,5.9,0.0,0.0,17.4,129.0,125.0,1.4
11,Jordan Nwora,10:17,0.788,0.75,0.25,0.25,0.0,13.3,6.1,45.2,0.0,0.0,18.4,23.1,141.0,139.0,8.5
12,Oscar Tshiebwe,7:20,0.581,0.5,0.0,0.333,31.9,37.4,34.4,25.8,0.0,0.0,0.0,40.9,141.0,135.0,9.9
13,James Johnson,3:12,0.0,0.0,0.0,0.0,0.0,85.7,39.5,0.0,0.0,0.0,0.0,0.0,0.0,127.0,-11.9
