Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Desmond Bane,35:28,6.0,14.0,0.429,3.0,7.0,0.429,2.0,3.0,0.667,0.0,7.0,7.0,6.0,0.0,0.0,2.0,2.0,17.0,-18.0
1,Ja Morant,30:57,4.0,12.0,0.333,2.0,4.0,0.5,7.0,8.0,0.875,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,17.0,-9.0
2,Marcus Smart,30:48,4.0,11.0,0.364,0.0,4.0,0.0,4.0,7.0,0.571,0.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,12.0,-15.0
3,Jaren Jackson Jr.,28:32,6.0,14.0,0.429,1.0,4.0,0.25,5.0,6.0,0.833,0.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,18.0,-13.0
4,Bismack Biyombo,21:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,-14.0
6,Luke Kennard,19:51,6.0,9.0,0.667,5.0,8.0,0.625,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,17.0,-7.0
7,Vince Williams Jr.,17:41,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,-16.0
8,Santi Aldama,14:07,2.0,6.0,0.333,1.0,5.0,0.2,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,-13.0
9,Derrick Rose,12:14,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,-16.0
10,David Roddy,10:54,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,-13.0
11,Xavier Tillman Sr.,8:07,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-9.0
12,John Konchar,4:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
13,Ziaire Williams,4:49,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.0
