Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Lauri Markkanen,35:49,0.729,0.615,0.308,0.846,3.2,35.5,17.6,15.9,1.3,0.0,5.3,21.2,151.0,128.0,8.3
1,Collin Sexton,34:05,0.662,0.632,0.368,0.526,3.4,0.0,1.9,34.1,1.4,0.0,7.9,30.1,133.0,132.0,6.4
2,Simone Fontecchio,28:59,0.607,0.556,0.778,0.222,7.9,14.6,10.9,9.1,1.6,0.0,9.2,15.2,125.0,130.0,-0.4
3,John Collins,23:37,0.77,0.682,0.455,0.545,0.0,23.9,10.7,7.1,0.0,3.8,12.8,26.7,133.0,129.0,1.7
4,Kris Dunn,13:03,0.0,0.0,0.0,0.0,0.0,10.8,4.8,51.3,0.0,0.0,33.3,9.3,91.0,134.0,-9.9
6,Jordan Clarkson,34:57,0.488,0.472,0.278,0.056,6.5,0.0,3.6,20.6,0.0,0.0,5.1,22.5,111.0,135.0,-4.1
7,Walker Kessler,24:10,0.717,0.75,0.0,0.5,23.6,35.1,28.7,5.4,1.9,11.0,17.0,9.8,146.0,118.0,4.8
8,Kelly Olynyk,17:06,0.47,0.429,0.286,0.143,0.0,16.5,7.4,32.5,2.7,0.0,11.8,19.9,106.0,127.0,-3.0
9,Ochai Agbaji,14:18,0.862,1.0,0.0,3.0,0.0,9.9,4.4,8.5,6.4,0.0,46.3,12.2,91.0,119.0,1.0
10,Keyonte George,13:55,0.3,0.3,0.4,0.0,0.0,10.1,4.5,17.4,0.0,0.0,28.6,20.3,60.0,134.0,-15.1
11,Taylor Hendricks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Talen Horton-Tucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Luka Šamanić,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Brice Sensabaugh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Omer Yurtseven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
