Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Keyonte George,31:43,0.274,0.182,0.364,0.364,0.0,14.1,6.7,52.1,0.0,2.9,28.2,23.6,72.0,146.0,-10.5
1,Ochai Agbaji,30:05,0.706,0.679,0.714,0.143,0.0,0.0,0.0,0.0,3.1,0.0,0.0,20.8,138.0,144.0,6.3
2,Simone Fontecchio,24:04,0.595,0.5,0.6,0.4,0.0,9.3,4.4,19.3,0.0,3.8,14.5,12.0,119.0,146.0,-2.4
3,John Collins,23:26,0.455,0.455,0.182,0.0,8.7,28.6,18.2,0.0,0.0,0.0,15.4,23.4,81.0,145.0,-12.6
4,Omer Yurtseven,20:39,0.571,0.571,0.0,0.0,14.8,32.4,23.2,0.0,0.0,0.0,36.4,22.4,76.0,143.0,-16.1
6,Walker Kessler,27:21,0.429,0.429,0.0,0.0,14.9,16.3,15.6,0.0,1.7,0.0,22.2,13.9,84.0,143.0,-12.7
7,Taylor Hendricks,24:34,0.833,0.833,0.667,0.0,4.2,4.5,4.3,0.0,3.8,3.8,25.0,13.7,110.0,138.0,0.3
8,Collin Sexton,17:55,0.465,0.0,0.25,2.0,0.0,18.7,8.9,38.3,2.6,0.0,21.0,22.4,101.0,141.0,-4.1
9,Kris Dunn,17:17,0.45,0.438,0.5,0.25,5.9,19.4,12.3,20.8,0.0,0.0,0.0,21.6,108.0,147.0,-5.7
10,Talen Horton-Tucker,16:17,0.611,0.611,0.333,0.0,0.0,13.7,6.6,12.7,0.0,0.0,10.0,25.9,107.0,148.0,-1.4
11,Luka Šamanić,6:39,0.2,0.2,0.4,0.0,0.0,16.8,8.0,0.0,0.0,0.0,0.0,31.7,45.0,148.0,-24.3
12,Kelly Olynyk,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
