Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Coby White,45:06,0.758,0.75,0.5,0.2,0.0,18.1,7.1,14.3,1.1,0.0,8.4,21.3,143.0,125.0,8.8
1,DeMar DeRozan,41:48,0.581,0.517,0.2,0.4,0.0,6.5,2.6,47.7,0.0,0.0,5.4,36.1,129.0,129.0,9.6
2,Patrick Williams,41:13,0.504,0.464,0.143,0.143,8.6,9.9,9.1,6.5,0.0,0.0,6.3,15.6,117.0,129.0,-4.8
3,Nikola Vučević,38:32,0.438,0.438,0.313,0.0,2.3,31.7,13.9,17.7,1.3,2.8,5.9,17.8,104.0,121.0,-0.5
4,Ayo Dosunmu,26:29,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,130.0,-18.7
6,Torrey Craig,28:52,0.325,0.278,0.556,0.444,3.1,18.8,9.3,4.2,0.0,3.7,0.0,15.1,85.0,124.0,-10.6
7,Andre Drummond,14:28,0.338,0.25,0.0,0.25,67.2,47.0,59.2,10.2,3.4,0.0,0.0,37.3,118.0,116.0,-0.5
8,Jevon Carter,13:27,0.7,0.7,0.4,0.0,6.6,40.4,19.9,0.0,0.0,8.0,0.0,15.0,148.0,119.0,8.9
9,Dalen Terry,11:18,0.75,0.75,1.0,0.0,0.0,0.0,0.0,11.1,0.0,9.6,0.0,7.2,166.0,122.0,2.4
10,Julian Phillips,3:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,-7.7
11,Alex Caruso,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Terry Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
