Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Trae Young,32:02,0.557,0.464,0.571,0.643,0.0,10.0,5.3,41.7,1.5,0.0,14.3,26.2,125.0,112.0,1.2
1,Dejounte Murray,29:44,0.582,0.542,0.417,0.167,0.0,3.6,1.9,21.6,3.1,3.8,18.9,21.4,110.0,108.0,0.6
2,Jalen Johnson,25:42,0.7,0.7,0.3,0.0,4.7,24.9,15.4,5.2,3.6,4.4,16.7,18.7,116.0,100.0,1.9
3,De'Andre Hunter,24:16,0.718,0.7,0.4,0.1,4.9,8.8,7.0,5.6,7.7,0.0,16.1,20.6,121.0,98.0,6.1
4,Clint Capela,23:02,0.551,0.5,0.0,0.2,10.4,46.3,29.4,5.7,2.0,0.0,0.0,18.9,132.0,99.0,0.6
6,Saddiq Bey,30:59,0.58,0.5,0.333,0.556,11.6,20.7,16.4,11.4,0.0,0.0,8.2,15.8,134.0,112.0,-0.4
7,Bogdan Bogdanović,26:19,0.814,0.8,0.7,0.1,0.0,4.1,2.1,30.4,3.5,0.0,16.1,19.0,146.0,109.0,11.2
8,Onyeka Okongwu,22:38,0.636,0.636,0.182,0.0,21.2,14.1,17.5,13.2,2.1,0.0,8.3,21.3,135.0,109.0,0.0
9,AJ Griffin,9:30,1.0,1.0,0.667,0.0,12.6,0.0,5.9,13.7,4.9,0.0,25.0,16.9,142.0,107.0,15.5
10,Bruno Fernando,4:41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,25.7,0.0,118.0,-39.8
11,Trent Forrest,4:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.0,0.0,0.0,0.0,232.0,118.0,-5.4
12,Kobe Bufkin,3:14,0.174,0.0,0.5,1.0,37.1,33.0,34.9,0.0,0.0,0.0,0.0,35.7,69.0,108.0,-25.1
13,Mouhamed Gueye,3:12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,12.5,0.0,84.0,-10.0
14,Garrison Mathews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Patty Mills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
