Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Luka Dončić,30:32,13.0,21.0,0.619,4.0,7.0,0.571,11.0,14.0,0.786,0.0,6.0,6.0,5.0,1.0,0.0,4.0,1.0,41.0,23.0
1,Kyrie Irving,28:58,10.0,19.0,0.526,4.0,8.0,0.5,5.0,6.0,0.833,1.0,8.0,9.0,5.0,2.0,0.0,1.0,0.0,29.0,20.0
2,Josh Green,27:13,3.0,5.0,0.6,0.0,2.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,4.0,8.0,22.0
3,Derrick Jones Jr.,22:33,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,5.0,23.0
4,Dereck Lively II,18:48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,2.0,3.0,0.0,1.0,0.0,23.0
6,Tim Hardaway Jr.,23:27,5.0,10.0,0.5,2.0,5.0,0.4,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,14.0,8.0
7,Seth Curry,15:21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0
8,Grant Williams,14:35,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,4.0
9,Dwight Powell,12:53,1.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,0.5,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,5.0,6.0
10,Markieff Morris,12:00,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0
11,Jaden Hardy,10:52,4.0,10.0,0.4,1.0,6.0,0.167,2.0,3.0,0.667,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,2.0
12,Olivier-Maxence Prosper,8:26,1.0,3.0,0.333,0.0,0.0,0.0,3.0,4.0,0.75,2.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,-3.0
13,A.J. Lawson,8:26,1.0,4.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,-3.0
14,Brandon Williams,5:56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.0
