Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,OG Anunoby,37:21,0.431,0.318,0.273,0.364,3.2,2.7,3.0,0.0,1.3,0.0,0.0,14.8,102.0,100.0,-6.8
1,Isaiah Hartenstein,35:27,0.86,0.889,0.0,0.222,3.4,14.4,9.3,21.0,2.8,4.7,9.2,13.3,166.0,90.0,12.8
2,Jalen Brunson,32:23,0.68,0.65,0.45,0.15,0.0,9.5,5.1,11.1,1.5,2.6,0.0,28.5,140.0,96.0,11.3
3,Julius Randle,30:06,0.293,0.091,0.273,0.545,0.0,23.8,12.8,19.3,1.6,2.7,22.7,25.3,70.0,92.0,-10.7
4,Donte DiVincenzo,16:42,1.017,1.0,1.0,0.333,7.2,6.1,6.6,27.4,3.0,0.0,22.5,23.0,156.0,95.0,17.5
6,Josh Hart,29:35,0.635,0.571,0.286,0.286,12.2,41.4,28.0,26.7,0.0,2.8,20.2,14.4,137.0,92.0,7.9
7,Quentin Grimes,23:37,0.663,0.615,0.692,0.231,10.2,25.9,18.7,13.2,2.1,3.5,6.5,28.1,136.0,90.0,11.4
8,Miles McBride,14:58,0.805,0.75,0.75,0.375,0.0,6.8,3.7,42.5,0.0,0.0,0.0,26.9,177.0,102.0,21.3
9,Precious Achiuwa,12:32,0.833,0.833,0.667,0.0,19.1,8.1,13.2,0.0,0.0,6.6,25.0,13.8,132.0,97.0,4.7
10,Ryan Arcidiacono,3:30,0.0,0.0,1.0,0.0,0.0,29.2,15.8,0.0,0.0,0.0,0.0,12.4,0.0,96.0,-21.0
11,Jericho Sims,2:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,-3.5
12,Malachi Flynn,1:22,0.0,0.0,0.0,0.0,0.0,74.7,40.4,0.0,0.0,0.0,0.0,0.0,0.0,86.0,-1.0
13,Evan Fournier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Taj Gibson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
