Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,RJ Barrett,36:20,9.0,14.0,0.643,1.0,3.0,0.333,7.0,13.0,0.538,3.0,5.0,8.0,3.0,0.0,0.0,0.0,1.0,26.0,20.0
1,Scottie Barnes,33:57,9.0,16.0,0.563,1.0,6.0,0.167,1.0,1.0,1.0,2.0,3.0,5.0,8.0,2.0,1.0,5.0,2.0,20.0,5.0
2,Gary Trent Jr.,30:52,10.0,13.0,0.769,8.0,9.0,0.889,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,28.0,14.0
3,Immanuel Quickley,30:18,6.0,16.0,0.375,3.0,6.0,0.5,2.0,2.0,1.0,1.0,7.0,8.0,9.0,0.0,0.0,2.0,1.0,17.0,-2.0
4,Jontay Porter,18:10,2.0,7.0,0.286,2.0,4.0,0.5,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,3.0,6.0,1.0
6,Thaddeus Young,28:02,2.0,6.0,0.333,0.0,0.0,0.0,1.0,2.0,0.5,2.0,6.0,8.0,2.0,1.0,0.0,0.0,3.0,5.0,21.0
7,Dennis Schröder,26:43,3.0,6.0,0.5,3.0,5.0,0.6,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,9.0,31.0
8,Chris Boucher,17:35,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,20.0
9,Gradey Dick,11:33,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,6.0,14.0
10,Javon Freeman-Liberty,2:21,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0
11,Garrett Temple,2:21,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.0
12,Jalen McDaniels,1:48,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
