Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Anthony Davis,42:48,10.0,17.0,0.588,0.0,1.0,0.0,9.0,10.0,0.9,3.0,14.0,17.0,6.0,3.0,5.0,5.0,2.0,29.0,-13.0
1,LeBron James,38:11,6.0,18.0,0.333,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,0.0,0.0,2.0,2.0,12.0,-20.0
2,Austin Reaves,36:47,7.0,12.0,0.583,2.0,6.0,0.333,8.0,9.0,0.889,0.0,5.0,5.0,8.0,0.0,0.0,3.0,2.0,24.0,-2.0
3,Taurean Prince,28:48,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0,-14.0
4,Cam Reddish,18:40,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,-7.0
6,Max Christie,28:22,5.0,12.0,0.417,2.0,9.0,0.222,2.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,2.0,2.0,14.0,-8.0
7,Christian Wood,24:13,5.0,10.0,0.5,0.0,2.0,0.0,3.0,3.0,1.0,4.0,4.0,8.0,3.0,0.0,1.0,2.0,1.0,13.0,1.0
8,Jarred Vanderbilt,15:31,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,-6.0
9,Jalen Hood-Schifino,6:01,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
10,Jaxson Hayes,0:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Rui Hachimura,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,D'Angelo Russell,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
